Clave Municipio,OC Identificada,Colonias
21015,Cártel Jalisco Nueva Generación,""
21015,Cártel de Sinaloa (Los Zambada),San Diego Icatepec 1a. Sección
21015,La Barredora,""
21015,La Nueva Familia Michoacana,Chachapa
21015,Los Chaparros,""
21015,Los Colorados,""
21015,Los Edgar,""
21015,Los Negros,Chachapa
21015,Los Zetas Vieja Escuela,""
21015,Sangre Nueva Zeta,""
21016,Banda de El Masero,""
21016,Los Negros,""
21019,Angelinos 13,El Encanto del Cerril
21019,Cártel Jalisco Nueva Generación,""
21019,Los Pandas,San Diego Acapulco
21019,Los Piolos,Vista Hermosa
21019,Los Rojos,""
21019,Sureños Crazy Raiders,""
21023,Sangre Nueva Zeta,""
21034,Banda de El Loco Téllez,""
21034,Banda de El Payaso,""
21034,Cártel Jalisco Nueva Generación,""
21034,Los Irimón,""
21034,Los Sinaloas,Misiones de San Francisco
21034,Operativa La Barredora del CJNG,""
21041,Banda de El Loco Téllez,""
21041,Cártel Jalisco Nueva Generación,San Lorenzo Almecatla; Sanctorum; San Juan Cuautlancingo
21041,El Tren de Aragua,""
21041,La Barredora,""
21041,La Nueva Familia Michoacana,""
21043,Banda de El Mamer,""
21044,Sindicato Libertad,""
21045,Sangre Nueva Zeta,""
21047,Los Rojos,""
21048,Los Guasones,""
21051,Banda de El Pelón,Ahuehuetzingo
21053,Banda de El Loco Téllez,""
21053,Banda de El Masero,""
21053,Banda de El Tortillero,""
21053,Los Negros,""
21063,Los Zúñiga,""
21063,Sangre Nueva Zeta,""
21064,El Buchanas,Metlaltoyuca
21065,Banda de El Mamer,""
21071,Banda de El Loco Téllez,""
21074,Cártel Jalisco Nueva Generación,""
21074,Cártel del Nuevo Imperio,""
21074,La Barredora,Santa Ana Xalmimilulco
21074,Los Cadena,Santa Ana Xalmimilulco
21074,Los Chilangos,""
21074,Los Coronas,Santa Ana Xalmimilulco
21074,Los Diablos,Santa Ana Xalmimilulco
21074,Los Guasones,San Luis Coyotzingo
21074,Los Moyitos,Santa Ana Xalmimilulco
21074,Los Rojos,""
21074,Los Rábanos,Santa Ana Xalmimilulco
21074,Los Sapos,Santa Ana Xalmimilulco
21074,Los Tinaco,Santa Ana Xalmimilulco
21074,Los Trigotenco,Santa Ana Xalmimilulco
21074,Los Zetas Vieja Escuela,""
21083,Banda de El Loco Téllez,""
21085,Banda del Gaspar,""
21085,Los Fabiola,""
21086,Banda de La Jefa de la Sierra,""
21096,Los Chaparros,""
21099,Cártel Jalisco Nueva Generación,""
21099,Los Zúñiga,""
21099,Sangre Nueva Zeta,""
21102,Los Rojos,""
21104,Banda de El Cueros,""
21104,Los Chaparros,""
21104,Los Guerra,""
21104,Los Mayonesos,""
21104,Los Saldaña,""
21106,Cártel Jalisco Nueva Generación,""
21108,Cártel Jalisco Nueva Generación,""
21110,Banda de El Loco Téllez,""
21110,Banda de El Mamer,""
21110,Banda de El Toñín,""
21110,Banda de Giovanni,""
21110,Banda de Los Pelones,""
21110,Cártel Jalisco Nueva Generación,""
21110,Los Bukanas,""
21110,Los Caltencos,""
21110,Los Colorados,""
21110,Los Negros,""
21110,Los Panes,""
21110,Los Richard,""
21110,Los Tepeacas,""
21110,Los Zúñiga,""
21110,Sangre Nueva Zeta,""
21114,11 de Marzo,Centro Histórico
21114,16 Poniente y 3 Norte,Centro Histórico
21114,5 de Mayo,Centro Histórico
21114,Banda La Reina del Oriente,Historiadores; Lomas Flor del Bosque; Santa Margarita; Francisco Javier Clavijero
21114,Banda Willy Wonka,""
21114,Banda de El Croquis,El Refugio; Jardines de San Manuel; Parque Industrial Puebla 2000; Plaza loreto; Tepeyac; Universidades; Los pinos
21114,Banda de El Gordo,""
21114,Banda de El Grillo,""
21114,Banda de El Kaimán,""
21114,Banda de El Loco Téllez,""
21114,Banda de El Pelón,Guadalupe Hidalgo
21114,Banda de La Loba,Centro
21114,Banda de los Rólex,""
21114,Banda del Barbas,Francisco Javier Clavijero; Gonzalo Bautista O´Farril; Adolfo López Mateos; Gonzalo Bautista OÂ´Farril
21114,Banda del Chiflagoras,Cleotilde Torres
21114,Banda del Yoyo,San Bernabe Temoxtitla
21114,Comandante Diablo,La Resurrección
21114,Cártel Jalisco Nueva Generación,Del Valle; Puebla; San Jerónimo Caleras; San Sebastián de Aparicio; Xonacatepec; Aquiles Serdán
21114,Cártel de Sinaloa,Lomas San Miguel
21114,Cártel de Sinaloa (Los Zambada),Los Héroes de Puebla; Fraccionamiento Haras del Bosque; San Cristóbal
21114,Cártel del Nuevo Imperio,""
21114,El Crazy,La Paz; Naciones Unidas; San Matías; Santa Cruz los Angeles; Santa María; Boulevares
21114,El Tren de Aragua,INFONAVIT Manuel Rivera Anaya
21114,Familia mi CDG,Historiadores
21114,Fuerza 2000,Centro Histórico
21114,Grupo de Colombianos y Venezolanos,""
21114,Hemafia,""
21114,La Barredora,Del Valle; Santa Lucia; Xonacatepec; Bosques San Sebastián
21114,La Mafia de Analco,Centro
21114,La Maldita Vecindad,""
21114,La Nueva Familia Michoacana,Aldama; Campestre Mayorazgo; La Loma Norte; Lomas 5 de Mayo; Acocota; Barrio de Analco
21114,La Resurrección,""
21114,La Unión Tepito,Prados Agua Azul
21114,Los Aídos,""
21114,Los Blissed,La Paz; Naciones Unidas; San Matías; Santa Cruz los Angeles; Santa María; Boulevares
21114,Los Cachibombo,""
21114,Los Canarios,Santa María; Parque Industrial Resurrección
21114,Los Carrizo,San José los Cerritos
21114,Los Chamorros de la 46 Poniente,""
21114,Los Chiflados,La Paz; Naciones Unidas; San Matías; Santa Cruz los Angeles; Santa María; Boulevares
21114,Los Chihuahua,""
21114,Los Chincuales,""
21114,Los Choris,Francisco Javier Clavijero; Gonzalo Bautista O´Farril; Adolfo López Mateos; Gonzalo Bautista OÂ´Farril
21114,Los Chulos de El Alto,""
21114,Los Chumacero,Veinte de Noviembre
21114,Los Chupones,El Salvador; Granjas de San Isidro; La Loma Norte; Álamos Vista Hermosa
21114,Los Conchos,Historiadores
21114,Los Divinos,Naciones Unidas; Arboledas de Loma Bella
21114,Los Dumas,La Paz; Naciones Unidas; San Matías; Santa Cruz los Angeles; Santa María; Boulevares
21114,Los Fabiola,""
21114,Los Gonza,Santa María; Parque Industrial Resurrección
21114,Los Gordos,Gonzalo Bautista OÂ´Farril
21114,Los Greñas,Historiadores; Gonzalo Bautista OÂ´Farril
21114,Los Gruyeros,Santa María; Parque Industrial Resurrección
21114,Los Guevara,Bosques San Sebastián
21114,Los Huescas,Arboledas de Loma Bella; Francisco Javier Clavijero; Gonzalo Bautista O´Farril; Naciones Unidas; Adolfo López Mateos; Gonzalo Bautista OÂ´Farril
21114,Los Izta,San Jerónimo
21114,Los JJR,Guadalupe Hidalgo
21114,Los Jaro,Santa María; Parque Industrial Resurrección
21114,Los Jarochos,""
21114,Los Juniors,""
21114,Los Kalusha,Barrio del Alto; Centro; Gonzalo Bautista O´Farril; Xonaca; Álamos Vista Hermosa; Gonzalo Bautista OÂ´Farril
21114,Los Lampones,La Paz; Naciones Unidas; San Matías; Santa Cruz los Angeles; Santa María; Xonacatepec; Boulevares
21114,Los Mafufos,Naciones Unidas; Arboledas de Loma Bella
21114,Los Merino,""
21114,Los Michimani,Guadalupe Victoria Norte
21114,Los Michoacanos,Guadalupe Caleras
21114,Los Negros,Barrio de la Luz; Barrio del Alto; Los Remedios; San Pedro Zacachimalpa; San Baltazar Campeche
21114,Los Oaxacos,Naciones Unidas; Arboledas de Loma Bella
21114,Los Orea,San Pedro Zacachimalpa; San Francisco Totimehuacan
21114,Los Pachi,Valle del Sol
21114,Los Pachones,Reforma Sur (La Libertad)
21114,Los Pantros,Corredor Industrial La Ciénega
21114,Los Parra,""
21114,Los Pechones,Bosques de Amalucan; Bosques San Sebastián
21114,Los Pelucas,Naciones Unidas; Arboledas de Loma Bella
21114,Los Piolos,El Salvador; Francisco Javier Clavijero; San Ángel; Los Álamos Toltepec
21114,Los Ramoncitos,San Pablo Xochimehuacán
21114,Los Refac,Naciones Unidas; Arboledas de Loma Bella
21114,Los Rica,""
21114,Los Robin Hood,San Rafael Poniente
21114,Los Rojos,""
21114,Los Sapos,Santa María
21114,Los Shop,La Paz; Naciones Unidas; San Matías; Santa Cruz los Angeles; Santa María; Boulevares
21114,Los Sinaloas,""
21114,Los Skatos,Bosques San Sebastián
21114,Los Tita,""
21114,Los Tlaca,Naciones Unidas; Arboledas de Loma Bella
21114,Los Toscano,Lomas San Miguel; San Sebastián de Aparicio; Villa Frontera; Barrio de Arboledas
21114,Los Zetas Vieja Escuela,""
21114,Los de la Bolita,El Refugio
21114,Operativa La Barredora del CJNG,Bosques de Amalucan; Bosques San Sebastián; Del Valle; Lomas San Miguel; Miguel Hidalgo (Resurrección); San Francisco Totimehuacan; Santa Margarita; Unidad Cívica 5 de Mayo; Alseseca
21114,Sangre Nueva Zeta,""
21115,Banda de El Loco Téllez,""
21115,Banda de El Mamer,""
21115,Banda de El Toñín,Palmarito Tochapan
21115,Banda de Giovanni,""
21115,Banda de Los Pelones,""
21115,Cártel Jalisco Nueva Generación,""
21115,Los Bukanas,""
21115,Los Caltencos,""
21115,Los Colorados,""
21115,Los Panes,""
21115,Los Piolos,Flor del Bosque
21115,Los Richard,""
21115,Los Tacubayos,""
21115,Los Tepeacas,""
21115,Los Zúñiga,""
21115,Sangre Nueva Zeta,""
21117,Los Chaparros,""
21118,Banda de El Mamer,""
21118,Cártel Jalisco Nueva Generación,""
21119,Cártel Jalisco Nueva Generación,""
21119,Cártel de Sinaloa,""
21119,Cártel del Nuevo Imperio,""
21119,La Barredora,""
21119,Los Negros,""
21119,Los Sinaloas,San Bernardino Tlaxcalancingo
21119,Sangre Nueva Zeta,""
21119,Tropa del Infierno,""
21124,Los Cocoles,""
21128,Los Chaparros,""
21131,Cártel Jalisco Nueva Generación,""
21132,Banda de El Loco Téllez,Centro; La Cruz; San Isidro; San Baltasar Temaxcalac
21132,Banda de El Mamer,San Rafael Tlanalapan
21132,Banda de El Trompas,""
21132,Cártel Jalisco Nueva Generación,""
21132,La Barredora,San Juan Tuxco; San Damián
21132,Los Guasones,""
21132,Los Japoneses,Santa María Moyotzingo
21132,Los Jokers,""
21132,Los Matute,""
21132,Los Meléndez,""
21132,Los Michoacanos,""
21132,Los Pistolas,Santa María Moyotzingo
21132,Los Sinaloas,""
21132,Los Villegas,Centro
21132,Los Zetas Vieja Escuela,""
21132,Operativa La Barredora del CJNG,""
21132,Sangre Nueva Zeta,""
21132,Sindicato Libertad,""
21134,Banda de El Carreto,""
21134,Banda de El Loco Téllez,""
21134,Banda de El Mamer,""
21134,Banda de La Negra,""
21134,Cártel Jalisco Nueva Generación,San Matías Tlalancaleca
21134,Hermanos Pérez Juan,""
21134,La Barredora,San Francisco Tláloc
21136,Los Nenes Team,""
21138,Los Sinaloas,""
21140,Los Sinaloas,""
21140,Los Zetas Vieja Escuela,""
21142,Cártel Jalisco Nueva Generación,""
21142,Sindicato Libertad,""
21143,Cártel Jalisco Nueva Generación,San Salvador el Verde
21143,Hermanos Pérez Juan,""
21143,Los Guasones,""
21144,Banda de El Mamer,""
21144,Hermanos Pérez Juan,""
21144,Los Camarillo,""
21144,Los Sánchez,""
21144,Los Zetas Vieja Escuela,""
21144,Sangre Nueva Zeta,""
21145,Los Chaparritos,Mazateopan
21152,Los Chaparros,""
21153,Los Orea,""
21154,Banda de El Loco Téllez,""
21154,Banda de El Mamer,""
21154,Banda de El Toñín,""
21154,Banda de Los Gota a Gota,San Nicolás
21154,Banda de Los Pelones,""
21154,Cártel Jalisco Nueva Generación,""
21154,Hermanos Pérez Juan,""
21154,Los Bukanas,""
21154,Los Caltencos,""
21154,Los Camarillo,""
21154,Los Chaparros,""
21154,Los Colorados,""
21154,Los Michoacanos,""
21154,Los Negros,""
21154,Los Panes,San Sebastián
21154,Los Richard,""
21154,Los Sánchez,""
21154,Los Tepeacas,""
21154,Los Zúñiga,""
21154,Sangre Nueva Zeta,""
21156,Banda Oaxaca,Tepeyac
21156,Banda de El Alvin,San Lorenzo Teotipilco
21156,Banda de El Cristian,""
21156,Banda de El Flamas,""
21156,Banda de El Wero de la Santa Muerte,""
21156,Banda de La Dueña,""
21156,Banda de la Chica Mala,""
21156,Cártel Jalisco Nueva Generación,San Lorenzo Teotipilco; San Pedro Acoquiaco
21156,El Cartel de San Diego Chalma,""
21156,Las Bigotonas,""
21156,Los Burras,""
21156,Los Cholos,""
21156,Los Colombianos,""
21156,Los Conejos,""
21156,Los Gordos,San Lorenzo Teotipilco
21156,Los Guapos,""
21156,Los Hermanos Rosales,""
21156,Los Japoneses,""
21156,Los Patas,""
21156,Los Socios,""
21156,Los Sonora,""
21156,Los Zúñiga,""
21161,Los Guapos,""
21164,Banda de El Loco Téllez,""
21164,Banda de El Mamer,Santiago Acatlán; San José Carpinteros
21164,Banda de El Toñín,""
21164,Banda de Los Pelones,""
21164,Cártel Jalisco Nueva Generación,""
21164,Hermanos Pérez Juan,""
21164,La Barredora,""
21164,Los Bukanas,""
21164,Los Caltencos,""
21164,Los Camarillo,""
21164,Los Colorados,""
21164,Los Cuinis,""
21164,Los Panes,""
21164,Los Richard,""
21164,Los Sánchez,""
21164,Los Tepeacas,""
21164,Los Zúñiga,""
21164,Sangre Nueva Zeta,""
21167,Los Lecona,""
21172,Banda de El Masero,""
21177,Los Veinte,""
21179,Los Cara,""
21180,Banda de El Loco Téllez,Santa Rita Tlahuapan
21180,Banda de El Mamer,Santiago Coltzingo; Santa Rita Tlahuapan
21180,Cártel Jalisco Nueva Generación,Santa Rita Tlahuapan
21180,Hermanos Pérez Juan,Santa Rita Tlahuapan
21180,Los Guasones,""
21183,Los Toscano,Tlaltepango
21185,Banda de El Loco Téllez,""
21189,Hermanos Pérez Juan,""
21189,Los Camarillo,""
21189,Los Sánchez,""
21193,La Barredora,""
21194,Banda de El Loco Téllez,""
21194,Banda de El Sabino,""
21194,Banda de La Jefa de la Sierra,""
21194,Los Valencia,""
21195,Cártel de Puebla,Yahualutzingo
21195,Gente Nueva del Sur,Yahualutzingo
21197,Banda de El Loco Téllez,Villa Avila Camacho (La Ceiba)
21197,Banda de La Jefa de la Sierra,""
21208,Banda de El Loco Téllez,""
21208,Guerreros Unidos,Las Lajas
21208,Los Montana,""
21208,Los Negros,""
21213,Banda de La Jefa de la Sierra,""
22000,Banda de la Riviera Maya,""
22000,Cártel Jalisco Nueva Generación,""
22000,Cártel de Los Beltrán Leyva,""
22000,Cártel de Santa Rosa de Lima,""
22000,Cártel de Sinaloa,""
22000,Cártel de Sinaloa (Los Guzmán),""
22000,Cártel de Sinaloa (Los Zambada),""
22000,Cártel del Golfo,""
22000,El 30,""
22000,El Tren de Aragua,""
22000,Fuerzas Especiales Grupo Sombra,""
22000,Grupo Calavera,""
22000,La Nueva Familia Michoacana,""
22000,Los Caballeros Templarios,""
22000,Los Chilangos (Quintana Roo),""
22000,Los Cuinis,""
22000,Los Primos,""
22001,Cártel Jalisco Nueva Generación,""
22001,Los Maldonado,""
22006,Cártel Jalisco Nueva Generación,""
22006,Cártel de Santa Rosa de Lima,""
22006,Grupo Pantera,""
22006,Los Escorpiones,Puerta Real
22006,Los Maldonado,""
22007,Cártel Jalisco Nueva Generación,""
22007,Los Escorpiones,La Nueva Unidad
22008,Cártel Jalisco Nueva Generación,""
22008,Los Maldonado,""
22011,Cártel Jalisco Nueva Generación,""
22011,Cártel de Santa Rosa de Lima,""
22011,Don Checo,El Mirador
22011,Los Hermanos Sánchez,Zakia
22011,Los Maldonado,""
22012,Cártel Jalisco Nueva Generación,La Venta de Ajuchitlancito; La Lira
22012,Cártel de Santa Rosa de Lima,""
22012,Los Maldonado,""
22013,Cártel Jalisco Nueva Generación,La Plazuela
22014,Banda de los Rólex,""
22014,Banda del Burras Prietas,Casa Blanca
22014,Confederación Autónoma de Trabajadores y Empleados de México (CATEM),Santa Rosa de Jauregui
22014,Cártel Gente Nueva Salazar,Juriquilla
22014,Cártel Jalisco Nueva Generación,Jurica; La Toscana; Monte Negro; San Pedrito Peñuelas I; Santa Mónica; Centro
22014,Cártel de Santa Rosa de Lima,Juriquilla; Lomas de Casa Blanca; Santa Mónica; Centro
22014,La Nueva Familia Michoacana,Jurica
22014,Los Ardillos,Carretas
22014,Los Escorpiones,Santa Mónica; Juriquilla
22014,Los Hermanos Sánchez,El Campanario
22014,Los Macheteros de Querétaro,Milenio 3a. Sección
22014,Los Maldonado,""
22014,Los RR,""
22014,Pandilla Ámbar,Paseos del Pedregal
22016,Banda de Los Gota a Gota,Centro
22016,Cártel Jalisco Nueva Generación,La Valla; Nuevo San Juan; Vista Hermosa; La Llave
22016,Cártel de Santa Rosa de Lima,San Rafael
22016,Cártel del Nuevo Imperio,""
22016,Los Maldonado,""
22017,Los Hermanos Sánchez,Los Cerritos; El Tejocote
23000,Banda de Los Gota a Gota,""
23000,Banda de la Mujer Maravilla,""
23000,Cártel Jalisco Nueva Generación,""
23000,Cártel de Sinaloa,""
23000,Cártel de Sinaloa (Los Guzmán),""
23000,Cártel del Golfo,""
23000,Cártel del Noreste,""
23000,El 15,""
23000,El Tren de Aragua,""
23000,Izmaylovskaya,""
23000,La Barredora,""
23000,La Familia Inzunza,""
23000,Los Chilangos (Quintana Roo),""
23000,Los Cuinis,""
23000,Los Zetas Vieja Escuela,""
23000,Mazukinskaya,""
23000,Podolskaya Bratva,""
23000,Solntsevskaya Bratva,""
23000,Tambovskaya Bratva,""
23001,Banda de la Riviera Maya,""
23001,Banda del Alux,Maravilla
23001,Banda del Caracol,Cozumel Centro; Adolfo L. Mateos
23001,Banda del Deybi,""
23001,Cártel Independientes,""
23001,Cártel Jalisco Nueva Generación,""
23001,Cártel de Sinaloa,""
23001,Los Compich,""
23001,Los Maseros,""
23001,Los Osos,""
23001,Maceros,Adolfo L. Mateos
23002,Cártel Jalisco Nueva Generación,""
23002,Cártel de Caborca,""
23002,Cártel de Sinaloa,Andrés Quintana Roo
23002,Cártel de Sinaloa (Los Guzmán),""
23002,Cártel del Noreste,""
23002,Los Cázares,Polyuc
23003,Cártel Independientes,""
23003,Cártel Jalisco Nueva Generación,Isla Blanca
23003,Cártel de Sinaloa,""
23003,El Güero Palma,SMZA 242
23003,El Komander,Costa Mujeres
23003,Los Compich,""
23003,Los Gemelos,Costa Mujeres
23003,Los Osos,""
23004,Banda del Chato,Solidaridad
23004,Banda del Chore,Francisco Villa
23004,Banda del Hindú,Chetumal Centro
23004,Cártel Jalisco Nueva Generación,Chetumal Centro
23004,Cártel de Caborca,Barrio Bravo; Chetumal (Internacional de Chetumal); Chetumal Centro; Italia; La Unión; Nicolás Bravo; Prof. Sergio Butrón Casas; Solidaridad; Subteniente López; Adolfo López Mateos
23004,Cártel de Sinaloa,Mahahual
23004,Cártel de Sinaloa (Los Guzmán),Chetumal Centro
23004,Cártel del Noreste,""
23004,La Barredora,Luis Echeverría
23004,Los Bonfiles,Prof. Sergio Butrón Casas
23004,Los Canules,Adolfo López Mateos
23004,Los Chilangos (Quintana Roo),Chetumal Centro
23004,Los Leal,Aeropuerto
23004,Los Pelones,""
23004,Los Talibanes,Chetumal Centro
23004,Los Zetas Vieja Escuela,Chetumal Centro
23004,Organización criminal de Corozal,""
23004,Tropa del Infierno,""
23005,Autodefensas de Quintana Roo,Región 93
23005,Banda de El Broca,""
23005,Banda de Los Pacíficos,Zona Hotelera
23005,Banda de la Riviera Maya,Alfredo V Bonfil; Región 92
23005,Banda de los Rólex,Zona Hotelera; Supermanzana 56
23005,Banda de robachicos,""
23005,Banda del Chore,Alfredo V Bonfil
23005,Banda del Hindú,Cancún Centro
23005,Banda del Poncho,""
23005,Banda del Sony,""
23005,Chapitos-CJNG,Región 519; Región 95; Supermanzana 330; Cancún Centro
23005,Cártel Jalisco Nueva Generación,Región 103; Región 516; Región 92; Supermanzana 107; Supermanzana 108; Supermanzana 109; Supermanzana 217; Supermanzana 39; Supermanzana 525; Supermanzana 7; Villas Del Caribe; Zona Hotelera; Cancún (Internacional de Cancún); Paraíso Maya
23005,Cártel de Caborca,""
23005,Cártel de Cancún,Alfredo V Bonfil; Cancún Centro
23005,Cártel de Los Beltrán Leyva,""
23005,Cártel de Sinaloa,Región 220; Supermanzana 204; Supermanzana 248; Alfredo V Bonfil
23005,Cártel del Golfo,""
23005,Cártel del Noreste,Supermanzana 217
23005,Dalen,Cancún Centro
23005,Hermanos Marcu,""
23005,Izmaylovskaya,""
23005,La Barredora,Hacienda Real del Caribe; Los Héroes; Los Santos; Región 227; Supermanzana 226; Supermanzana 259; Supermanzana 525; Supermanzana 66; Zona Hotelera; Región 235
23005,La Bhardwaj,Cancún (Internacional de Cancún)
23005,La Empresa,Región 202
23005,La Línea,""
23005,Los Arzate,""
23005,Los Bonfiles,Región 227; Región 92; Región 94; Supermanzana 40; Supermanzana 59; Zona Hotelera; Alfredo V Bonfil
23005,Los Chacones,Supermanzana 15; Supermanzana 31; SM 313
23005,Los Chilangos (Quintana Roo),Cancún Centro
23005,Los Pelones,Alfredo V Bonfil; Juárez; Supermanzana 108; Cancún Centro
23005,Los Primos,Cancún Centro
23005,Los Rojos,Residencial Alejandría; Región 103
23005,Los Skinny,Zona Hotelera
23005,Los Talibanes,""
23005,Los Zetas Vieja Escuela,Supermanzana 1 Centro
23005,Solntsevskaya Bratva,""
23005,Tambovskaya Bratva,""
23006,Cártel Jalisco Nueva Generación,""
23006,Cártel de Sinaloa,""
23006,Cártel del Noreste,""
23007,Chapitos-CJNG,Kantunilkin Centro
23007,Cártel Independientes,""
23007,Cártel de Sinaloa,""
23007,Los Compich,Nuevo Xcan
23007,Los Osos,""
23008,Banda de la Riviera Maya,""
23008,Cártel Jalisco Nueva Generación,Playa del Cármen; Luis Donaldo Colosio; Paseos de Xcacel; Playa del Carmen; Playa del Carmen Centro
23008,Cártel de Caborca,Playa del Carmen
23008,Cártel de Cancún,""
23008,Cártel de Los Beltrán Leyva,""
23008,Cártel de Sinaloa,""
23008,Cártel de Sinaloa (Los Guzmán),Ejidal
23008,Cártel del Golfo,""
23008,El Galletas,Villas del Sol Plus
23008,Hells Angels Motorcycle Club,Playa del Carmen; Playa Car Fase I
23008,Izmaylovskaya,""
23008,La Barredora,""
23008,La Gente de Aquiles,""
23008,La Serpiente,Playa del Carmen
23008,Los Cebús,""
23008,Los Cuinis,Playa Car Fase I
23008,Los Pelones,Villas del Sol Plus; Playa del Carmen; Playa del Carmen Centro
23008,Los Rojos,""
23008,Los Zetas Vieja Escuela,La Toscana
23008,Solntsevskaya Bratva,""
23008,Tambovskaya Bratva,""
23009,Banda de la Riviera Maya,""
23009,Banda de los Rólex,""
23009,Banda del Chore,Tulum Centro
23009,Banda del Cuervo,Tulum Centro
23009,Banda del Dober,""
23009,Cártel Jalisco Nueva Generación,Tulum Centro; La Veleta
23009,Cártel de Caborca,""
23009,Cártel de Cancún,""
23009,Cártel de Quintana Roo,""
23009,Cártel de Sinaloa,Tulum Centro
23009,El Galletas,""
23009,La Barredora,Tulum Centro; Javier Rojo Gómez (Punta Allen)
23009,La Nueva Empresa,""
23009,Los Bonfiles,""
23009,Los Cebús,Tulum Centro
23009,Los Compich,Tulum Centro
23009,Los Osos,""
23009,Los Pelones,Tulum Centro
23009,XL,""
23010,Cártel Jalisco Nueva Generación,""
23010,Cártel de Caborca,Limones
23010,Cártel de Sinaloa,Limones
23010,Cártel de Sinaloa (Los Guzmán),Limones
23010,Cártel del Noreste,Gonzalo Guerrero
23010,Guerreros Unidos,""
23010,Los Coroneles,""
23010,Los Leal,Salamanca
23011,Chapitos-CJNG,Leona Vicario
23011,Cártel Jalisco Nueva Generación,""
23011,Cártel de Sinaloa,""
23011,La Barredora,""
23011,Los Bonfiles,Puerto Morelos
23011,Los Pelones,""
24000,Banda del Costeño,""
24000,Cártel Inmobiliario,""
24000,Cártel Jalisco Nueva Generación,""
24000,Cártel de Caborca,""
24000,Cártel de Santa Rosa de Lima,""
24000,Cártel de Sinaloa,""
24000,Cártel de Sinaloa (Los Zambada),""
24000,Cártel de los Alemanes,""
24000,Cártel del Golfo,""
24000,Cártel del Noreste,""
24000,Gpo. Flechas Operativa M.Z.,""
24000,Los Colombianos,""
24000,Los Cuinis,""
24000,Los Escorpiones,""
24000,Los Primos,""
24001,Los Zetas Vieja Escuela,""
24002,Los Ciclones,""
24002,Los Zetas Vieja Escuela,""
24005,Banda de La Dueña,""
24005,Cártel Jalisco Nueva Generación,""
24005,Grupo Bravo,""
24005,Los Zetas Vieja Escuela,""
24008,Cártel Jalisco Nueva Generación,""
24008,Cártel de los Alemanes,""
24008,Cártel del Noreste,""
24010,Cártel San Luis Potosí Nueva Generación,""
24010,Espartano,""
24010,Grupo Squalo El Señor de la P,""
24010,Los Ciclones,""
24010,Los Escorpiones,""
24010,Los Zetas Vieja Escuela,""
24011,Cártel Jalisco Nueva Generación,""
24011,Espartano,""
24011,Grupo Squalo El Señor de la P,""
24011,Los Escorpiones,""
24011,Los Zetas Vieja Escuela,""
24012,Cártel de Santa Rosa de Lima,""
24013,Cártel Jalisco Nueva Generación,""
24013,Cártel San Luis Potosí Nueva Generación,""
24013,Cártel de los Alemanes,""
24013,Cártel del Golfo,Buenos Aires
24013,Cártel del Noreste,""
24013,Espartano,""
24013,Grupo Squalo El Señor de la P,""
24013,Los Ciclones,""
24013,Los Escorpiones,""
24013,Los Zetas Vieja Escuela,""
24014,Los Ciclones,""
24015,Cártel del Noreste,""
24015,Grupo Bravo,""
24015,Los Ciclones,""
24016,Cártel Jalisco Nueva Generación,""
24016,Cártel de los Alemanes,""
24016,Cártel del Golfo,""
24016,Espartano,""
24016,Grupo Squalo El Señor de la P,""
24016,Los Ciclones,""
24016,Los Escorpiones,""
24017,Cártel Jalisco Nueva Generación,""
24017,Cártel de Sinaloa,La Noria de las Flores
24017,Cártel de los Alemanes,""
24017,Cártel del Noreste,""
24017,Los Ciclones,""
24018,Espartano,""
24018,Grupo Squalo El Señor de la P,""
24018,Los Ciclones,""
24018,Los Escorpiones,""
24020,Cártel Jalisco Nueva Generación,""
24020,Cártel San Luis Potosí Nueva Generación,""
24020,Cártel de Sinaloa,""
24020,Cártel de los Alemanes,""
24020,Cártel del Golfo,""
24020,Cártel del Noreste,""
24020,Los Ciclones,""
24020,Los Zetas Vieja Escuela,""
24021,Los Ciclones,""
24022,Los Ciclones,""
24022,Los Zetas Vieja Escuela,""
24023,Espartano,""
24023,Grupo Squalo El Señor de la P,""
24023,Los Ciclones,""
24023,Los Escorpiones,""
24024,Cártel Jalisco Nueva Generación,""
24024,Cártel San Luis Potosí Nueva Generación,""
24024,Espartano,""
24024,Grupo Bravo,""
24024,Grupo Squalo El Señor de la P,""
24024,Los Ciclones,""
24024,Los Escorpiones,""
24024,Los Talibanes,""
24024,Los Zetas Vieja Escuela,""
24025,Cártel Jalisco Nueva Generación,""
24025,Cártel San Luis Potosí Nueva Generación,""
24025,Los Ciclones,""
24025,Los Talibanes,""
24026,Los Zetas Vieja Escuela,""
24028,Banda de los Rólex,""
24028,Banda del fraccionamiento,Campestre de Golf; Pedregal del Valle; Club de Golf la Loma
24028,Banda del taxi,Barrio Vergel
24028,Cártel Jalisco Nueva Generación,La Pila
24028,Cártel San Luis Potosí Nueva Generación,""
24028,Cártel de los Alemanes,La Pila
24028,Cártel del Golfo,""
24028,Cártel del Noreste,""
24028,Espartano,""
24028,Grupo Bravo,San Luis Potosí Centro; Peñasco
24028,Grupo Squalo El Señor de la P,""
24028,La Fama 11,""
24028,La Fantasma 18,""
24028,Los Ciclones,El Huizache
24028,Los Escorpiones,""
24028,Los Zetas Vieja Escuela,""
24029,Cártel Jalisco Nueva Generación,""
24029,Cártel de la Unión Huasteca,""
