Clave Municipio,OC Identificada,Colonias
12048,La Nueva Empresa,""
12048,La Nueva Familia Michoacana,Llano de la Puerta; Soledad de la Palma; Balcón de la Bandera
12048,Los Arreola,""
12048,Los Cornudos,""
12048,Los Viagra,""
12048,Sangre Nueva Guerrerense,""
12049,Cárteles Unidos,""
12049,Gente Nueva,""
12049,Guerreros Unidos,""
12049,La Nueva Empresa,""
12049,Los Rojos,""
12050,Cártel Jalisco Nueva Generación,""
12050,Guardia Guerrerense,""
12050,La Nueva Empresa,""
12050,La Nueva Familia Michoacana,Ciudad Altamirano Centro; Santa Bárbara; Tierra Blanca; Altamirano
12050,Los Maldonado,""
12050,Los Tlacos,Santa Bárbara; Altamirano
12051,Cártel del Sur,""
12051,Los Ardillos,Tlanicuilulco
12051,Los Rojos,""
12052,Los Rusos,Nejapa
12052,Los Rusos (de Guerrero),Nejapa
12053,Los Ardillos,Las Vigas
12054,Cártel Jalisco Nueva Generación,""
12054,Guardia Guerrerense,""
12054,La Nueva Empresa,""
12054,La Nueva Familia Michoacana,San Pedro Pezuapan
12054,Los Maldonado,""
12054,Los Tequileros,La Gavia
12054,Los Tlacos,""
12055,Cárteles Unidos,""
12055,Federación Guerrerense,Unidad Infonavit; Mexcaltepec
12055,Gente Nueva,""
12055,Guerreros Unidos,""
12055,La Nueva Empresa,""
12055,La Nueva Familia Michoacana,""
12055,Los Rojos,""
12056,Los Ardillos,Rancho Viejo; Lagunillas
12056,Los Tlacos,""
12057,Cártel Jalisco Nueva Generación,""
12057,Federación Guerrerense,""
12057,Guardia Guerrerense,""
12057,Guerrero Nueva Generación,""
12057,La Nueva Empresa,""
12057,La Nueva Familia Michoacana,El Porvenir
12057,Los Ardillos,""
12057,Los Arreola,""
12057,Los Cornudos,""
12057,Los Granados,San Luis de La Loma Centro
12057,Los Rodríguez,""
12057,Los Viagra,""
12057,Sangre Nueva Guerrerense,""
12058,Cártel Jalisco Nueva Generación,""
12058,Cárteles Unidos,""
12058,Doble B,""
12058,Gente Nueva,""
12058,Guerreros Unidos,""
12058,La Bandera,El Terrero Vistahermosa; La Guadalupe; La Laguna; Mexicapan; Nueva Senda; El Arenal
12058,La Nueva Empresa,""
12058,La Nueva Familia Michoacana,El Arenal; El Terrero Vistahermosa; La Guadalupe; La Laguna; Las Flores; Nueva Senda; Oxtotitlán; San Andrés; Tehuixtla; Ahuehuetla
12058,La Tecampanera,Oxtotitlán; Pedregal; Rincón del Sauce; Tehuixtla; Ahuehuetla
12058,Los Ardillos,""
12058,Los Granados,""
12058,Los Rojos,""
12058,Los Tlacos,""
12059,Cárteles Unidos,""
12059,Gente Nueva,""
12059,Guerreros Unidos,""
12059,Los Rojos,""
12059,Los Tlacos,""
12060,Cárteles Unidos,""
12060,Gente Nueva,""
12060,Guerreros Unidos,""
12060,La Nueva Empresa,""
12060,La Nueva Familia Michoacana,""
12060,Los Rojos,""
12060,Los Tlacos,""
12061,Cártel Jalisco Nueva Generación,""
12061,Cártel del Sur,""
12061,La Nueva Empresa,""
12061,Los Ardillos,""
12061,Los Rojos,""
12061,Los Tlacos,""
12062,Los Carrillo Salmerón,""
12064,Cártel Jalisco Nueva Generación,""
12064,Guardia Guerrerense,""
12064,La Nueva Empresa,San Juan
12064,La Nueva Familia Michoacana,""
12064,Los Maldonado,""
12064,Los Tlacos,""
12066,Federación Guerrerense,""
12066,Los Rojos,""
12067,Cártel Jalisco Nueva Generación,""
12067,Guardia Guerrerense,""
12067,La Nueva Empresa,""
12067,La Nueva Familia Michoacana,Morerita; Poliutla; Tlapehuala
12067,Los Maldonado,""
12067,Los Tlacos,Morerita; Poliutla; Tlapehuala
12068,Cártel Jalisco Nueva Generación,""
12068,Guardia Guerrerense,""
12068,Los Cornudos,""
12068,Los Granados,""
12068,Los Viagra,""
12068,Sangre Nueva Guerrerense,""
12072,Los Ardillos,""
12073,Cártel Jalisco Nueva Generación,""
12073,Guardia Guerrerense,""
12073,La Nueva Empresa,""
12073,Los Maldonado,""
12073,Los Viagra,""
12074,Cártel Jalisco Nueva Generación,""
12074,Cártel del Sur,""
12074,La Nueva Empresa,""
12074,Los Ardillos,""
12074,Los Rojos,""
12074,"Policía Comunitaria ""Por la Paz y Justicia""",""
12075,Cártel Jalisco Nueva Generación,""
12075,Cártel del Sur,Zumpango del Río Centro
12075,Guerreros Unidos,Zumpango del Río Centro
12075,La Nueva Empresa,""
12075,Los Ardillos,Zumpango del Río Centro; Tlanipatla
12075,Los Peques,Carrizalillo
12075,Los Rojos,""
12075,Los Tlacos,Zumpango del Río Centro; Carrizalillo
12076,Los Ardillos,""
12077,Los Zetas Vieja Escuela,Zacacoyuca
12079,Cártel del Sur,Hueycantenango
12079,Los Ardillos,Hueycantenango; Ayahualtempa
12079,Los Rojos,Ayahualtempa
12079,"Policía Comunitaria ""Por la Paz y Justicia""",""
13000,Banda de la Mujer Maravilla,""
13000,Cártel Jalisco Nueva Generación,""
13000,Cártel de Sinaloa,""
13000,Cártel del Golfo,""
13000,Cártel del Noreste,""
13000,Don Checo,""
13000,El Tren de Aragua,""
13000,Grupo Calavera,""
13000,La Barredora,""
13000,Los Cuinis,""
13000,Los Hades,""
13000,Pueblos Unidos,""
13002,Cártel de Sinaloa,San Pedro Tlachichilco
13003,Banda de El Chita,""
13003,Grupo Fantasma,El Porvenir
13007,Cártel Jalisco Nueva Generación,""
13007,Los Zetas Vieja Escuela,""
13010,Banda de El América,""
13010,Banda del Jefe de Jefes,""
13010,Los Solas,""
13013,Cártel Jalisco Nueva Generación,""
13016,Banda de Don Lupe,""
13016,Banda de El América,""
13016,Banda de El Cochiloco,""
13016,Banda de El Gabo,""
13016,Banda de El Marino,""
13016,Banda de La Marrana,""
13016,Cártel Jalisco Nueva Generación,""
13016,Los Cenobios,Guadalupe Victoria; Santa María Nativitas; Tepantitla; Texcaltepec; Xocopa; Cuautepec de Hinojosa Centro
13016,Los Tinajero,""
13016,Los Zetas Vieja Escuela,""
13019,Banda de El América,""
13019,Banda del Jefe de Jefes,""
13027,Cártel Jalisco Nueva Generación,""
13028,Cártel de Santa Rosa de Lima,""
13028,Fuerzas Especiales Grupo Sombra,""
13029,Cártel Jalisco Nueva Generación,Tlaxcalilla
13029,Los Hades,""
13030,Los Hades,""
13041,Banda de El América,""
13041,Banda de El Chita,""
13041,Banda del Jefe de Jefes,""
13048,Crew WTB,Cubitos; Felipe Ángeles
13048,Cártel Jalisco Nueva Generación,""
13048,Cártel de Tláhuac,Valle de San Javier
13048,Fuerzas Especiales Grupo Sombra,""
13048,La Nueva Familia Michoacana,""
13048,La Unión Tepito,""
13048,Los Cuervos,La Raza; Cubitos
13048,Los Maldonado,""
13048,Los Metros,""
13048,Los Pepes,""
13048,Los Peñafieles,Centro Minero; Carlos Rovirosa
13048,Los Zetas Vieja Escuela,San Antonio el Desmonte
13051,Los Cuervos,Los Tuzos
13056,Banda de Don Lupe,""
13056,Banda de El América,""
13056,Banda de El Cochiloco,""
13056,Banda de El Gabo,""
13056,Banda de El Marino,""
13056,Banda de La Marrana,""
13056,Cártel Jalisco Nueva Generación,""
13056,Los Zetas Vieja Escuela,""
13058,Los Hades,""
13059,Los Hades,""
13063,Cártel Jalisco Nueva Generación,""
13063,Los Rábanos,""
13063,Los Solas,""
13063,Los Zetas Vieja Escuela,""
13064,Banda de El América,""
13064,Banda del Jefe de Jefes,""
13065,Banda de El América,""
13065,Banda de El Chita,""
13065,Banda de El Parka,""
13065,Banda de El Talachas,""
13065,Banda del Jefe de Jefes,""
13066,La Unión Tepito,""
13066,Los Maldonado,""
13066,Los Metros,""
13067,Banda de El América,""
13067,Banda de El Parka,""
13067,Banda de El Talachas,""
13067,Banda del Jefe de Jefes,""
13069,Banda de El Borras,""
13069,Cártel Jalisco Nueva Generación,""
13069,La Unión Tepito,""
13069,Los Colombianos,Marbella
13069,Los Hijos del Diablo,""
13069,Los Maldonado,""
13069,Los Metros,""
13070,Banda de El América,""
13070,Banda de El Geisha,Cerro de la Cruz
13070,Banda de El Parka,""
13070,Banda de El Talachas,""
13070,Banda del Jefe de Jefes,""
13074,Banda de El América,""
13074,Banda de El Parka,""
13074,Banda de El Talachas,""
13074,Banda del Jefe de Jefes,""
13075,La Unión Tepito,""
13075,Los Maldonado,""
13075,Los Metros,""
13076,Banda de El América,""
13076,Banda de El Parka,""
13076,Banda de El Talachas,""
13076,Banda del Jefe de Jefes,""
13076,Los Abelardos,""
13076,Los Solas,San Francisco Bojay; San Marcos; Iturbe; Xochitlán de las Flores
13076,Los Zetas Vieja Escuela,""
13077,Banda de Don Lupe,""
13077,Banda de El América,""
13077,Banda de El Cochiloco,""
13077,Banda de El Gabo,""
13077,Banda de El Marino,""
13077,Banda de La Marrana,""
13077,Cártel Jalisco Nueva Generación,""
13077,Cártel de Sinaloa,""
13077,Los Cuervos,""
13077,Los Zetas Vieja Escuela,""
13082,La Unión Tepito,""
13082,Los Maldonado,""
13082,Los Metros,""
13083,Los Solas,Lindavista
13084,Los Hades,""
14000,Banda de la Riviera Maya,""
14000,Clan del Golfo,""
14000,Cártel Jalisco Nueva Generación,""
14000,Cártel Michoacán Nueva Generación,""
14000,Cártel Nueva Plaza,""
14000,Cártel de Sinaloa,""
14000,Cártel del Golfo,""
14000,Fuerzas Especiales del Charro,""
14000,Los Chilangos (Quintana Roo),""
14000,Los Colombianos,""
14000,Los Primos,""
14001,Cártel Jalisco Nueva Generación,""
14006,Cártel Jalisco Nueva Generación,Lagunillas
14010,Cártel Jalisco Nueva Generación,""
14012,Cártel Jalisco Nueva Generación,""
14015,Cártel Jalisco Nueva Generación,""
14016,Cártel Jalisco Nueva Generación,""
14017,Cártel Jalisco Nueva Generación,""
14018,Cártel Jalisco Nueva Generación,San Antonio de Rivas
14018,Los Guerrero de Ocotlán,""
14019,Cártel Jalisco Nueva Generación,""
14019,Cártel de Sinaloa,""
14021,Cártel Jalisco Nueva Generación,Lo Arado
14022,Cártel Jalisco Nueva Generación,San Patricio O Melaque; Barra de Navidad
14023,Cártel Jalisco Nueva Generación,Ciudad Guzmán Centro
14025,Cártel Jalisco Nueva Generación,""
14025,Cártel de Sinaloa,""
14027,Cártel Jalisco Nueva Generación,""
14030,Banda de Chapala,""
14030,Cártel Jalisco Nueva Generación,Ajijic Centro
14031,Cártel Jalisco Nueva Generación,""
14031,Cártel de Sinaloa,""
14033,Cártel Jalisco Nueva Generación,""
14035,Cártel Jalisco Nueva Generación,El Rosario
14035,Cártel de Sinaloa,El Rosario
14037,Cártel Jalisco Nueva Generación,""
14039,Banda de Cajititlán,""
14039,Banda de Los Gota a Gota,""
14039,Banda de la Laguna,""
14039,Banda de la aplicación,Guadalajara Centro; Americana
14039,Banda de la vitrinas,""
14039,Banda del Tony,Monumental
14039,Cártel Jalisco Nueva Generación,5 de Mayo; Buenos Aires; Estadio; Francisco I. Madero; Francisco I. Madero Segunda Sección; Industria; Jardines Alcalde; Lomas de Independencia; Polanco Oriente; Polanquito; Providencia 1a Secc; Residencial Chapalita; Revolución; San Andrés; Chapalita; Jardines del Bosque Norte; La Loma; Medrano
14039,Cártel Nueva Plaza,Miravalle
14039,Cártel de Sinaloa,""
14039,Esquema Gan,""
14039,Florencia 13,Oblatos; Lomas del Paraíso 1a. Sección
14039,La Línea,""
14039,La Nueva Familia Michoacana,""
14039,Los Arzate,""
14039,Los Cuinis,Providencia 1a Secc
14039,Los Deltas,""
14040,Cártel Jalisco Nueva Generación,""
14042,Cártel Jalisco Nueva Generación,""
14042,Cártel de Sinaloa,""
14043,Cártel Jalisco Nueva Generación,Punta Pérula
14046,Cártel Jalisco Nueva Generación,""
14046,Cártel de Sinaloa,""
14047,Cártel Jalisco Nueva Generación,""
14049,Cártel Jalisco Nueva Generación,Los Olivos
14049,Cárteles Unidos,""
14050,Banda de Chapala,""
14050,Grupo Élite,""
14052,Cártel Jalisco Nueva Generación,""
14053,Banda del Costeño,La Palma
14053,Cártel Jalisco Nueva Generación,El Calvario; Potrero de Fray Ramón; Comanja de Corona
14055,Cártel Jalisco Nueva Generación,El Llano
14056,Cártel Jalisco Nueva Generación,""
14057,Cártel Jalisco Nueva Generación,""
14058,Cártel Jalisco Nueva Generación,""
14059,Cártel Jalisco Nueva Generación,La Huevera
14059,Grupo Élite,""
14060,Cártel Jalisco Nueva Generación,""
14061,Cártel Jalisco Nueva Generación,San Andrés Cohamiata
14061,Los Talibanes,""
14063,Cártel Jalisco Nueva Generación,""
14064,Cártel Jalisco Nueva Generación,""
14064,Cártel de Sinaloa (Los Zambada),""
14065,Cártel Jalisco Nueva Generación,""
14065,Cárteles Unidos,""
14066,Cártel Jalisco Nueva Generación,""
14066,Fuerzas Especiales el Tío Lako,""
14067,Banda de la Riviera Maya,""
14067,Cártel Jalisco Nueva Generación,El Palmar del Progreso; Residencial Fluvial Vallarta; Marina Vallarta
14067,Cártel de Sinaloa,""
14067,Grupo Calavera,""
14067,Los Cuinis,""
14068,Cártel Jalisco Nueva Generación,Alcihuatl
14069,Cártel Jalisco Nueva Generación,Rafael Picazo (Santa Cruz)
14069,Cárteles Unidos,""
14069,La Familia Michoacana,Rafael Picazo (Santa Cruz)
14069,Los Caballeros Templarios,Rafael Picazo (Santa Cruz)
14070,Cártel Jalisco Nueva Generación,Hacienda Vieja del Castillo (Castillo Viejo); Santa Rosa Del Valle; Centro de Readaptación Social
14071,Cártel Jalisco Nueva Generación,""
14071,Cártel Nueva Plaza,""
14073,Cártel Jalisco Nueva Generación,El Herrero
14076,Cártel Jalisco Nueva Generación,""
14076,Cártel de Sinaloa,""
14083,Cártel Jalisco Nueva Generación,""
14083,Grupo Calavera,""
14084,Cártel Jalisco Nueva Generación,""
14085,Grupo Élite,La Garita
14086,Cártel Jalisco Nueva Generación,""
14086,Los Cuinis,""
14087,Cártel Jalisco Nueva Generación,""
14087,Cárteles Unidos,""
14088,Cártel Jalisco Nueva Generación,""
14090,Cártel Jalisco Nueva Generación,""
14091,Banda del Coyote,Maravillas; Los Arcos
14091,Cártel Jalisco Nueva Generación,Aguatinta Abajo; El Saucito; Las Cañadas; Los García; Los Pocitos; Rancho Mayor; Rancho Santo; Teocaltiche Centro; El Rosario
14091,Cártel de Sinaloa,Aguatinta Abajo; El Saucito; Los García; Los Pocitos; Rancho Mayor; Rancho Santo; Teocaltiche Centro; El Rosario
14091,Cártel de Sinaloa (Los Guzmán),""
14091,Cártel de Sinaloa (Los Zambada),""
14091,Fuerzas Especiales del Charro,""
14091,Gpo. Flechas Operativa M.Z.,""
14091,Grupo Élite Delictivo de Reacción Inmediata (GEDDRI),""
14091,La Familia,Los Tepetates
14091,Los Deltas,""
14093,Cártel Jalisco Nueva Generación,""
14095,Cártel Jalisco Nueva Generación,La Vega; La Estanzuela
14095,Grupo Élite Delictivo de Reacción Inmediata (GEDDRI),La Estanzuela
14096,Cártel Jalisco Nueva Generación,""
14097,Banda de Cajititlán,Cajititlán
14097,Cártel Jalisco Nueva Generación,Chulavista; El Mirador; San Agustin; Los Cantaros
14097,Cártel Nueva Plaza,""
14097,Cártel de Sinaloa (Los Guzmán),""
14097,La Barredora,Senderos de Monte Verde
14098,Cártel Jalisco Nueva Generación,Lomas Del 4; Central Camionera; Coto Del Carmen; El Cerrito; El Refugio; El Vergel 1ra. Sección; FOVISSSTE Miravalle; Guadalupe Ejidal 1ra. Sección; INFONAVIT Miravalle; Las Juntas; Las Terrazas Residencial; Lomas de Santa María; Parques del Bosque; Tlaquepaque Centro; Toluquilla; Artesanos
14098,Cártel Nueva Plaza,FOVISSSTE Miravalle; Tlaquepaque Centro
14100,Cártel Jalisco Nueva Generación,""
14101,Banda del Nissan,Jalisco 1a. Sección
14101,Cártel Jalisco Nueva Generación,Tonalá Centro; Puente Grande
14101,Cártel Nueva Plaza,Jauja; Loma Bonita 1a Sección
14101,Hermanos Magno Acevedo,""
14102,Cártel Jalisco Nueva Generación,Las Atarjeas de Covarrubias
14105,Cártel Jalisco Nueva Generación,""
14108,Cártel Jalisco Nueva Generación,""
14110,Cártel Jalisco Nueva Generación,""
14112,Cártel Jalisco Nueva Generación,""
14113,Cártel Jalisco Nueva Generación,""
14114,Banda de Chapala,""
14115,Cártel Jalisco Nueva Generación,""
14115,Cártel de Sinaloa,""
14116,Cártel Jalisco Nueva Generación,""
14116,Cártel de Sinaloa,""
14116,Grupo Élite Delictivo de Reacción Inmediata (GEDDRI),""
14116,Los Herederos,""
14117,Cártel Jalisco Nueva Generación,Temacapulin
14118,Cártel Jalisco Nueva Generación,""
14120,Banda de Zapopan,Loma Bonita Ejidal
14120,Banda del Nissan,""
14120,Banda del Tony,Las Fuentes; Villas de Torremolinos; Real de Valdepeñas: Alamedas de Tesistán
14120,Cártel Jalisco Nueva Generación,Residencial Victoria; Bugambilias; Girasoles Acueducto; Jardín Real; La Calma; La Estancia; La Florida; La Primavera; Mirador del Bosque; Residencial Loma Bonita; San Juan de Ocotan; Unidad Auditorio 1a. Secc.; Valle Real; Jardines Vallarta
14120,Cártel Nueva Plaza,""
14120,Cártel de Los Arellano Félix,Jardines Del Valle
14120,Cártel de Los Beltrán Leyva,Rinconada de La Calma
14120,Cártel de Sinaloa,Industrial Zapopan Norte
14120,Cártel de Sinaloa (Los Guzmán),""
14120,Fuerzas Especiales Unión,""
14120,Grupo Élite,Real del Carmen
14120,Los Ciclones,""
14120,Los Coroneles,""
14120,Los Cuinis,""
14120,Los Deltas,""
14120,Mara Salvatrucha,""
14121,Cártel Jalisco Nueva Generación,""
14122,Cártel Jalisco Nueva Generación,""
14124,Cártel Jalisco Nueva Generación,""
15000,"Alianza de Autotransportistas, Comerciantes y Anexas de México “ACME”",""
15000,Banda de la Riviera Maya,""
15000,Cártel Jalisco Nueva Generación,""
15000,Cártel de Sinaloa (Los Guzmán),""
15000,Cártel de Tláhuac,""
15000,Cártel del Golfo,""
15000,Cártel del Nuevo Imperio,""
15000,El Tren de Aragua,""
15000,Grupo Calavera,""
15000,La Barredora,""
15000,La Chokiza,""
15000,La Familia Michoacana,""
15000,La Nueva Familia Michoacana,""
15000,Las Goteras,""
15000,Los Caballeros Templarios,""
15000,Los Cuinis,""
15000,Los Hermanos Sánchez,""
15000,Los Malportados,""
15000,Los Primos,""
15000,Los Satánicos,""
15000,Los Solas,""
15000,Los Talibanes,""
15000,Los Zetas Vieja Escuela,""
15000,Los de Siempre,""
15000,Organización Sindical Unión 300,""
15000,Sindicato 22 de Octubre,""
15000,Sindicato Libertad,""
15000,Sindicato Nacional 25 de Marzo,""
15000,Unión de Sindicatos y Organizaciones Nacionales,""
15001,Banda de La Caridad,La Caridad
15001,Cártel Jalisco Nueva Generación,""
15001,Cártel de Tláhuac,""
15001,La Nueva Empresa,""
15001,La Nueva Familia Michoacana,""
15001,Los Torrijos,""
15002,Banda de Acolman,""
15002,Banda de Real del Valle,""
15002,Banda de San Pedro Atzomba,""
15002,La Chokiza,""
15002,Los Bonitos,Las Brisas
15002,Los Talibanes,San Miguel Totolcingo
15002,Los Águila,San Miguel Totolcingo
15003,Banda del Tío Ale,""
15003,La Nueva Familia Michoacana,""
15003,Los Maldonado,""
15004,La Nueva Empresa,Plan de Vigas
15004,La Nueva Familia Michoacana,Cabecera Tercera Sección
15005,Banda de El Monterrey,Santiaguito Tlalcilalcali
15005,Cártel Jalisco Nueva Generación,San Francisco Tlalcilalcalpan
15005,La Nueva Empresa,""
15005,La Nueva Familia Michoacana,Barrio de la Cabecera Tercera Sección
15005,Los Bigus,""
15005,Los Peñafieles,""
15005,Sindicato Bicentenario,""
15006,La Nueva Familia Michoacana,""
15007,Guerreros Unidos,""
15007,La Nueva Familia Michoacana,""
15008,La Nueva Empresa,""
15008,La Nueva Familia Michoacana,""
15009,Cártel Jalisco Nueva Generación,""
15009,La Nueva Empresa,""
15009,La Nueva Familia Michoacana,""
15009,Los Metros,""
15010,Banda de El Ocra,""
15012,Cártel de Caborca,""
15012,Cártel del Nuevo Imperio,""
15012,La Nueva Familia Michoacana,""
15012,Los Peluches,""
15013,Banda de El Charal,Nuevo Madin; Fuentes de Satélite
15013,Cártel Jalisco Nueva Generación,""
15013,Cártel de Caborca,Rancho Blanco
15013,Cártel de Sinaloa,""
15013,Cártel de Sinaloa (Los Zambada),Los Olivos; Hacienda de Valle Escondido
15013,Cártel del Nuevo Imperio,""
15013,El Buchanas,""
15013,La Nueva Alianza,""
15013,Los 35-Z,""
15013,Los Julios,El Mirador
15013,M4,""
15013,Unión de Sindicatos y Organizaciones Nacionales,""
15014,La Nueva Empresa,""
15014,La Nueva Familia Michoacana,Cuendo
15014,Los Torrijos,""
15014,Sindicato Bicentenario,""
15015,Cártel del Sur,""
15016,Cártel Jalisco Nueva Generación,""
15018,Cártel de Sinaloa,""
15018,Cártel de Sinaloa (Los Guzmán),San Andrés Ocotlán
15018,La Nueva Familia Michoacana,""
15018,Los Deltas,""
15019,Banda de El Condor,""
15019,La Nueva Empresa,""
15019,Los Marcelinos,""
15019,Los Zorros,San Isidro
15020,Banda del Cano,La Magdalena Huizachitla
15020,Cártel Jalisco Nueva Generación,El Laurel; Ex-Hacienda San Felipe 1a. Sección; Los Héroes Coacalco; Villa de las Flores 1a Sección (Unidad Coacalco); Bosques del Valle 1a Sección
15020,El Buchanas,""
15020,Fuerza Anti-Unión Tepito,""
15020,La Empresa (Edomex),""
15020,La Nueva Alianza,""
15020,La Nueva Familia Michoacana,""
15020,La Unión Tepito,""
15020,Los Conejitos,""
15020,Los Desplazadores de Coacalco,""
15020,Los Flacos,""
15020,Los Gastones,Valle de Coacalco
