original_index,Municipio,Presidente Municipal,Inicio,Conclusión,full_code,firstname,lastname1,lastname2
212,Palizada,PEDRO JAVIER AYALA CÁMARA,2024-10-01,2024-09-30,4007,Pedro Javier,Ayala,Cámara
213,Palizada,PEDRO JAVIER AYALA CAMARA,2024-10-01,2027-09-30,4007,Pedro Javier,Ayala,Camara
214,Tenabo,JOSE ROMAN CHAN POOT,2000-10-01,2003-09-30,4008,Jose Roman,Chan,Poot
215,Tenabo,WILBERT ARIEL RUIZ POOT,2003-10-01,2006-09-30,4008,Wilbert Ariel,Ruiz,Poot
216,Tenabo,JULIO CESAR SANCHEZ CAAMAL,2006-10-01,2009-09-30,4008,Julio Cesar,Sanchez,Caamal
217,Tenabo,MANUEL JESUS COLLI KU,2009-10-01,2012-09-30,4008,Manuel Jesus,Colli,Ku
218,Tenabo,DANIEL EDILBERTO CALAN CANUL,2012-10-01,2015-09-30,4008,Daniel Edilberto,Calan,Canul
219,Tenabo,JOSE FRANCISCO LOPEZ KU,2015-10-01,2018-09-30,4008,Jose Francisco,Lopez,Ku
220,Tenabo,MARIELA SÁNCHEZ ESPINOZA,2024-10-01,2024-09-30,4008,Mariela,Sánchez,Espinoza
221,Tenabo,MARIELA SANCHEZ ESPINOZA,2024-10-01,2027-09-30,4008,Mariela,Sanchez,Espinoza
222,Escárcega,AURELIANO QUIRARTE RODRIGUEZ,2006-10-01,2009-09-30,4009,Aureliano,Quirarte,Rodriguez
223,Escárcega,JOSE LEONARDO MOYAO CRUZ,2009-10-01,2012-09-30,4009,Jose Leonardo,Moyao,Cruz
224,Escárcega,FERNANDO MANUEL CABALLERO BUENFIL,2012-10-01,2015-09-30,4009,Fernando Manuel,Caballero,Buenfil
225,Escárcega,ATILANO MOSQUEDA AGUAYO,2015-10-01,2017-08-03,4009,Atilano,Mosqueda,Aguayo
226,Escárcega,CARLOS COLLI CUEVAS,2017-08-04,2018-09-30,4009,Carlos,Colli,Cuevas
227,Escárcega,RODOLFO BAUTISTA PUC,2018-10-01,2021-09-30,4009,Rodolfo,Bautista,Puc
228,Escárcega,SILVESTRE LEMUS OROZCO,2021-10-01,2024-09-30,4009,Silvestre,Lemus,Orozco
229,Escárcega,JUAN CARLOS HERNÁNDEZ RATH,2024-10-01,2027-09-30,4009,Juan Carlos,Hernández,Rath
230,Calakmul,EPIFANIO HERNANDEZ CERVANTES,2000-10-01,2003-09-30,4010,Epifanio,Hernandez,Cervantes
231,Calakmul,LUIS ALFONSO GONZALEZ CAAMAL,2006-10-01,2009-09-30,4010,Luis Alfonso,Gonzalez,Caamal
232,Calakmul,MIGUEL GUTIERREZ SANCHEZ,2009-10-01,2012-09-30,4010,Miguel,Gutierrez,Sanchez
233,Calakmul,BALTAZAR INOCENCIO GONZALEZ ZAPATA,2012-10-01,2015-09-30,4010,Baltazar Inocencio,Gonzalez,Zapata
234,Calakmul,JUAN ENRIQUE GONZALEZ CHAN,2015-10-01,2018-09-30,4010,Juan Enrique,Gonzalez,Chan
235,Calakmul,LUIS FELIPE MORA HERNANDEZ,2018-10-01,2021-09-30,4010,Luis Felipe,Mora,Hernandez
236,Calakmul,LUIS ENRIQUE ALVARADO MOO,2021-10-01,2024-09-30,4010,Luis Enrique,Alvarado,Moo
237,Calakmul,GUADALUPE ACEVEDO RODRÍGUEZ,2024-10-01,2027-09-30,4010,Guadalupe,Acevedo,Rodríguez
238,Candelaria,RODOLFO VALENTIN CAMBRANIS LOPEZ,2000-10-01,2003-09-30,4011,Rodolfo Valentin,Cambranis,Lopez
239,Candelaria,ANTONIO PIEDRA CASTRO,2003-10-01,2006-09-30,4011,Antonio,Piedra,Castro
240,Candelaria,FERNANDO RAMIREZ FELIX,2006-10-01,2009-09-30,4011,Fernando,Ramirez,Felix
241,Candelaria,SALVADOR FARIAS GONZALEZ,2009-10-01,2012-09-30,4011,Salvador,Farias,Gonzalez
242,Candelaria,CANDELARIO SALOMON CRUZ,2012-10-01,2015-09-30,4011,Candelario,Salomon,Cruz
243,Candelaria,SALVADOR FARIAS GONZALEZ,2015-10-01,2021-09-30,4011,Salvador,Farias,Gonzalez
244,Candelaria,FRANCISCO JAVIER FARIAS BAILON,2021-10-01,2024-09-30,4011,Francisco Javier,Farias,Bailon
245,Candelaria,JAIME MUÑOZ MORFIN,2024-10-01,2027-09-30,4011,Jaime,Muñoz,Morfin
246,Abasolo,JUAN MANUEL LERMA SANDOVAL,2000-01-01,2002-12-31,5001,Juan Manuel,Lerma,Sandoval
247,Abasolo,SERGIO ALVARADO DEL TORO,2003-01-01,2005-12-31,5001,Sergio Alvarado,Del,Toro
248,Abasolo,SERGIO ENRIQUE TREVIÑO IBARRA,2006-01-01,2005-12-31,5001,Sergio Enrique,Treviño,Ibarra
249,Abasolo,LORENA P. RODRIGUEZ VAZQUEZ,2006-01-01,2005-12-31,5001,Lorena P.,Rodriguez,Vazquez
250,Abasolo,JUAN MANUEL LERMA SANDOVAL,2006-01-01,2009-12-31,5001,Juan Manuel,Lerma,Sandoval
251,Abasolo,TOMAS LERMA ORTIZ,2014-01-01,2017-12-31,5001,Tomas,Lerma,Ortiz
252,Abasolo,HERLINDA GARCIA TREVIÑO,2018-01-01,2018-12-31,5001,Herlinda,Garcia,Treviño
253,Abasolo,MARISOL TREVIÑO PUENTE,2019-01-01,2021-12-31,5001,Marisol,Treviño,Puente
254,Abasolo,RAMIRO REYES RODRIGUEZ,2022-01-01,2024-12-31,5001,Ramiro,Reyes,Rodriguez
255,Abasolo,YOLANDA GARCÍA VALDEZ,2025-01-01,2027-12-31,5001,Yolanda,García,Valdez
256,Acuña,JOSE EDUARDO RAMON VALDEZ,2000-01-01,2002-12-31,5002,Jose Eduardo,Ramon,Valdez
257,Acuña,ALFREDO GARZA CASTILLO,2003-01-01,2005-12-31,5002,Alfredo,Garza,Castillo
258,Acuña,EVARISTO LENIN PEREZ RIVERA,2006-01-01,2009-12-31,5002,Evaristo Lenin,Perez,Rivera
259,Acuña,ALBERTO AGUIRRE VILLARREAL,2010-01-01,2013-12-31,5002,Alberto,Aguirre,Villarreal
260,Acuña,EVARISTO LENIN PEREZ RIVERA,2014-01-01,2017-12-31,5002,Evaristo Lenin,Perez,Rivera
261,Allende,HUMBERTO LEONEL MORENO VAZQUEZ,2000-01-01,2002-12-31,5003,Humberto Leonel,Moreno,Vazquez
262,Allende,ESTEBAN BARRON ZULAICA,2003-01-01,2005-12-31,5003,Esteban,Barron,Zulaica
263,Allende,RICARDO ALFONSO TREVIÑO GUEVARA,2006-01-01,2009-12-31,5003,Ricardo Alfonso,Treviño,Guevara
264,Allende,SERGIO ALONSO LOZANO RODRIGUEZ,2010-01-01,2013-12-31,5003,Sergio Alonso,Lozano,Rodriguez
265,Allende,LUIS REYNALDO TAPIA VALADEZ,2014-01-01,2017-12-31,5003,Luis Reynaldo,Tapia,Valadez
266,Allende,ANTERO ALBERTO ALVARADO SALDIVAR,2018-01-01,2021-12-31,5003,Antero Alberto,Alvarado,Saldivar
267,Allende,RICARDO ALONSO TREVIÑO GUEVARA,2025-01-01,2027-12-31,5003,Ricardo Alonso,Treviño,Guevara
268,Arteaga,ANTONIO MALACARA PADILLA,2000-01-01,2002-12-31,5004,Antonio,Malacara,Padilla
269,Arteaga,JOSE SANTOS CARMONA MORENO,2003-01-01,2005-12-31,5004,Jose Santos,Carmona,Moreno
270,Arteaga,ERNESTO VALDES CEPEDA,2010-01-01,2013-12-31,5004,Ernesto,Valdes,Cepeda
271,Arteaga,EVERARDO DURAN FLORES,2018-01-01,2021-12-31,5004,Everardo,Duran,Flores
272,Arteaga,RAMIRO DURAN GARCIA,2022-01-01,2024-12-31,5004,Ramiro,Duran,Garcia
273,Arteaga,ANA KAREN SÁNCHEZ FLORES,2025-01-01,2027-12-31,5004,Ana Karen,Sánchez,Flores
274,Candela,MAURICIO TIJERINA RAMIREZ,2000-01-01,2002-12-31,5005,Mauricio,Tijerina,Ramirez
275,Candela,JAVIER TIJERINA MENCHACA,2003-01-01,2005-12-31,5005,Javier,Tijerina,Menchaca
276,Candela,ROBERTO ARIEL TIJERINA MENCHACA,2006-01-01,2009-12-31,5005,Roberto Ariel,Tijerina,Menchaca
277,Candela,MACEDONIO LOPEZ PEREZ,2010-01-01,2013-12-31,5005,Macedonio,Lopez,Perez
278,Candela,ROBERTO ARIEL TIJERINA MENCHACA,2014-01-01,2017-12-31,5005,Roberto Ariel,Tijerina,Menchaca
279,Candela,MARCOS AMADOR GARZA GONZALEZ,2018-01-01,2021-12-31,5005,Marcos Amador,Garza,Gonzalez
280,Candela,ARACELIA JASSO VAQUERA,2022-01-01,2024-12-31,5005,Aracelia,Jasso,Vaquera
281,Candela,FERNANDO JUÁREZ SANTOS,2025-01-01,2027-12-31,5005,Fernando,Juárez,Santos
282,Castaños,BELISARIO ESPINOSA MARTINEZ,2000-01-01,2002-12-31,5006,Belisario,Espinosa,Martinez
283,Castaños,ARTURO RUBEN BARRERA BALLESTEROS,2003-01-01,2005-12-31,5006,Arturo Ruben,Barrera,Ballesteros
284,Castaños,MAURO ZUÑIGA LLANAS,2006-01-01,2009-12-31,5006,Mauro,Zuñiga,Llanas
285,Castaños,MARCO RODRIGUEZ GALAZ,2010-01-01,2013-12-31,5006,Marco,Rodriguez,Galaz
286,Castaños,JOSE ISABEL SEPULVEDA ELIAS,2014-01-01,2017-12-31,5006,Jose Isabel,Sepulveda,Elias
287,Castaños,ENRIQUE SOTO OJEDA,2018-01-01,2021-12-31,5006,Enrique,Soto,Ojeda
288,Castaños,JUAN ANTONIO GARZA GARCIA,2022-01-01,2024-12-31,5006,Juan Antonio,Garza,Garcia
289,Castaños,YÉSICA ISABEL SIFUENTES ZAMORA,2025-01-01,2027-12-31,5006,Yésica Isabel,Sifuentes,Zamora
290,Cuatro Ciénegas,HILARIO GABRIEL MANRIQUE JIMENEZ,2000-01-01,2002-12-31,5007,Hilario Gabriel,Manrique,Jimenez
291,Cuatro Ciénegas,SERGIO CARIELO LUNA,2003-01-01,2005-12-31,5007,Sergio,Carielo,Luna
292,Cuatro Ciénegas,GABRIEL VILLARREAL JORDAN,2006-01-01,2009-12-31,5007,Gabriel,Villarreal,Jordan
293,Cuatro Ciénegas,SANTOS GARZA HERRERA,2010-01-01,2013-12-31,5007,Santos,Garza,Herrera
294,Cuatro Ciénegas,MIGUEL GUEVARA CANTU,2014-01-01,2017-12-31,5007,Miguel,Guevara,Cantu
295,Cuatro Ciénegas,JOSE LUIS FERNANDEZ HERNANDEZ,2018-01-01,2018-12-31,5007,Jose Luis,Fernandez,Hernandez
296,Cuatro Ciénegas,YOLANDA CANTU MONCADA,2019-01-01,2021-12-31,5007,Yolanda,Cantu,Moncada
297,Cuatro Ciénegas,MANUEL HUMBERTO VILLARREAL CORTEZ,2022-01-01,2024-12-31,5007,Manuel Humberto,Villarreal,Cortez
298,Cuatro Ciénegas,MANUEL LEIJA VEGA,2025-01-01,2027-12-31,5007,Manuel,Leija,Vega
299,Escobedo,JORGE MALDONADO IBARRA,2000-01-01,2002-12-31,5008,Jorge,Maldonado,Ibarra
300,Escobedo,JESUS MARIA RANGEL MALDONADO,2003-01-01,2005-12-31,5008,Jesus Maria,Rangel,Maldonado
301,Escobedo,JESUS CHAVEZ MEDINA,2006-01-01,2009-12-31,5008,Jesus,Chavez,Medina
302,Escobedo,JORGE MALDONADO IBARRA,2010-01-01,2013-12-31,5008,Jorge,Maldonado,Ibarra
303,Escobedo,JESUS MARIA RANGEL MALDONADO,2014-01-01,2017-12-31,5008,Jesus Maria,Rangel,Maldonado
304,Escobedo,JESUS HUITRON MALDONADO,2022-01-01,2024-12-31,5008,Jesus,Huitron,Maldonado
305,Escobedo,DANIELA ELIZABETH DURÁN SOTO,2025-01-01,2027-12-31,5008,Daniela Elizabeth,Durán,Soto
306,Francisco I. Madero,JULIO FLORES GUAJARDO,2000-01-01,2002-12-31,5009,Julio,Flores,Guajardo
307,Francisco I. Madero,JOSE LUIS MARRUFO ALVAREZ,2003-01-01,2005-12-31,5009,Jose Luis,Marrufo,Alvarez
308,Francisco I. Madero,NICOLAS MUÑIZ DOMINGUEZ,2006-01-01,2009-12-31,5009,Nicolas,Muñiz,Dominguez
309,Francisco I. Madero,CRISTOBAL MARRUFO LOPEZ,2010-01-01,2013-12-31,5009,Cristobal,Marrufo,Lopez
310,Francisco I. Madero,DAVID GUSTAVO FLORES LAVENANT,2014-01-01,2017-12-31,5009,David Gustavo,Flores,Lavenant
311,Francisco I. Madero,MODESTO ALCALA MARTINEZ,2018-01-01,2018-12-31,5009,Modesto,Alcala,Martinez
312,Francisco I. Madero,JONATHAN AVALOS RODRIGUEZ,2019-01-01,2024-12-31,5009,Jonathan,Avalos,Rodriguez
313,Francisco I. Madero,FÉLIX RAMÍREZ HERNÁNDEZ,2025-01-01,2027-12-31,5009,Félix,Ramírez,Hernández
314,Frontera,ESTEBAN MARTINEZ DIAZ,2000-01-01,2002-12-31,5010,Esteban,Martinez,Diaz
315,Frontera,MARIO ALBERTO DAVILA DELGADO,2003-01-01,2005-12-31,5010,Mario Alberto,Davila,Delgado
316,Frontera,ROGELIO RAMOS SANCHEZ,2006-01-01,2005-12-31,5010,Rogelio,Ramos,Sanchez
317,Frontera,MARIO ALBERTO MARTINEZ VALADEZ,2006-01-01,2009-12-31,5010,Mario Alberto,Martinez,Valadez
318,Frontera,JESUS RIOS ALVARADO,2010-01-01,2013-12-31,5010,Jesus,Rios,Alvarado
319,Frontera,AMADOR MORENO LOPEZ,2014-01-01,2017-12-31,5010,Amador,Moreno,Lopez
320,Frontera,FLORENCIO SILLER LINAJE,2018-01-01,2021-12-31,5010,Florencio,Siller,Linaje
321,Frontera,ROBERTO CLEMENTE PIÑA AMAYA,2022-01-01,2024-12-31,5010,Roberto Clemente,Piña,Amaya
322,Frontera,SARA IRMA PÉREZ CANTÚ,2025-01-01,2027-12-31,5010,Sara Irma,Pérez,Cantú
323,General Cepeda,MAGDALENA SOFIA OCHOA MENDOZA,2000-01-01,2002-12-31,5011,Magdalena Sofia,Ochoa,Mendoza
324,General Cepeda,JOSE LAZARO VAZQUEZ RAMOS,2003-01-01,2005-12-31,5011,Jose Lazaro,Vazquez,Ramos
325,General Cepeda,LUIS ERNESTO ZAMORA ALEMAN,2006-01-01,2009-12-31,5011,Luis Ernesto,Zamora,Aleman
326,General Cepeda,JOSE GUADALUPE SANCHEZ RANGEL,2010-01-01,2013-12-31,5011,Jose Guadalupe,Sanchez,Rangel
327,General Cepeda,RODOLFO ZAMORA RODRIGUEZ,2014-01-01,2017-12-31,5011,Rodolfo,Zamora,Rodriguez
328,General Cepeda,JUAN GILBERTO SALAS AGUIRRE,2018-01-01,2021-12-31,5011,Juan Gilberto,Salas,Aguirre
329,General Cepeda,PABLO SALAS AGUIRRE,2022-01-01,2024-12-31,5011,Pablo,Salas,Aguirre
330,General Cepeda,MAYRA VERÓNICA RAMOS RODRÍGUEZ,2025-01-01,2027-12-31,5011,Mayra Verónica,Ramos,Rodríguez
331,Guerrero,BALDEMAR CORTEZ GARZA,2000-01-01,2002-12-31,5012,Baldemar,Cortez,Garza
332,Guerrero,JESUS SAUCEDO ORNELAS,2003-01-01,2005-12-31,5012,Jesus,Saucedo,Ornelas
333,Guerrero,JOSE MANUEL PADILLA ESCOBEDO,2006-01-01,2009-12-31,5012,Jose Manuel,Padilla,Escobedo
334,Guerrero,FRANCISCO GARCIA CASTELLS ALANIS,2010-01-01,2013-12-31,5012,Francisco Garcia,Castells,Alanis
335,Guerrero,ANTONIO CASTILLON FLORES,2014-01-01,2017-12-31,5012,Antonio,Castillon,Flores
336,Guerrero,MATILDE ESTRADA TORRES,2018-01-01,2021-12-31,5012,Matilde,Estrada,Torres
337,Guerrero,MARIO CEDILLO INFANTE,2022-01-01,2027-12-31,5012,Mario,Cedillo,Infante
338,Hidalgo,FIDENCIO PEREZ MENDOZA,2000-01-01,2002-12-31,5013,Fidencio,Perez,Mendoza
339,Hidalgo,FERNANDO DUARTE FLORES,2003-01-01,2005-12-31,5013,Fernando,Duarte,Flores
340,Hidalgo,SAUL ARMANDO RASCON RASCON,2006-01-01,2009-12-31,5013,Saul Armando,Rascon,Rascon
341,Hidalgo,JOSE ALBERTO VALDEZ MEDINA,2010-01-01,2013-12-31,5013,Jose Alberto,Valdez,Medina
342,Hidalgo,SERGIO LUEVANO,2014-01-01,2017-12-31,5013,Sergio,Luevano,
343,Hidalgo,JOSE ALFREDO FAVELA CASTORENA,2018-01-01,2018-12-31,5013,Jose Alfredo,Favela,Castorena
344,Hidalgo,DELIA PIMENTEL GOMEZ,2019-01-01,2021-12-31,5013,Delia,Pimentel,Gomez
345,Hidalgo,MARIO ALBERTO CRUZ GUTIERREZ,2022-01-01,2024-12-31,5013,Mario Alberto,Cruz,Gutierrez
346,Hidalgo,CONRRADO NAVARRO SÁNCHEZ,2025-01-01,2027-12-31,5013,Conrrado,Navarro,Sánchez
347,Jiménez,FEDERICO ORDOÑEZ CORONADO,2000-01-01,2002-12-31,5014,Federico,Ordoñez,Coronado
348,Jiménez,AGAPITO BALDERAS ELIZONDO,2003-01-01,2005-12-31,5014,Agapito,Balderas,Elizondo
349,Jiménez,MARIO ROBLES MOLINA,2006-01-01,2005-12-31,5014,Mario,Robles,Molina
350,Jiménez,FRANCISCO TRUJILLO REYES,2006-01-01,2009-12-31,5014,Francisco,Trujillo,Reyes
351,Jiménez,JUAN ANTONIO BALDERAS BALBOA,2010-01-01,2013-12-31,5014,Juan Antonio,Balderas,Balboa
352,Jiménez,SALVADOR RICARDO LOZANO ARIZPE,2014-01-01,2017-12-31,5014,Salvador Ricardo,Lozano,Arizpe
353,Jiménez,RAUL PECINA VILLARREAL,2018-01-01,2021-12-31,5014,Raul,Pecina,Villarreal
354,Jiménez,CLAUDIA MARIBEL GONZALEZ ESPINOZA,2022-01-01,2024-12-31,5014,Claudia Maribel,Gonzalez,Espinoza
355,Jiménez,CLAUDIA MARIBEL GONZÁLEZ ESPINOZA,2025-01-01,2027-12-31,5014,Claudia Maribel,González,Espinoza
356,Juárez,MARIO PADILLA NIÑO,2000-01-01,2002-12-31,5015,Mario,Padilla,Niño
357,Juárez,SERGIO KOBEL ROMANIA,2003-01-01,2005-12-31,5015,Sergio,Kobel,Romania
358,Juárez,RODOLFO ORTIZ GARCIA,2006-01-01,2009-12-31,5015,Rodolfo,Ortiz,Garcia
359,Juárez,ABELARDO SALAZAR TAMEZ,2010-01-01,2013-12-31,5015,Abelardo,Salazar,Tamez
360,Juárez,CARLOS ALBERTO CHACON MADRID,2014-01-01,2017-12-31,5015,Carlos Alberto,Chacon,Madrid
361,Juárez,OLGA GABRIELA KOBEL LARA,2018-01-01,2018-12-31,5015,Olga Gabriela,Kobel,Lara
362,Juárez,JUAN CARLOS CALDERON OROSCO,2022-01-01,2024-12-31,5015,Juan Carlos,Calderon,Orosco
363,Juárez,ANA LILIANA QUIÑONES NÁJERA,2025-01-01,2027-12-31,5015,Ana Liliana,Quiñones,Nájera
364,Lamadrid,DORA OLGA SAMANIEGO VERDUZCO,2000-01-01,2002-12-31,5016,Dora Olga,Samaniego,Verduzco
365,Lamadrid,JOSE ARMENDARIZ ESQUIVEL,2003-01-01,2005-12-31,5016,Jose,Armendariz,Esquivel
366,Lamadrid,VICTOR CORDERO AGUIRRE,2010-01-01,2013-12-31,5016,Victor,Cordero,Aguirre
367,Lamadrid,ANDRES FERNANDO VAZQUEZ GARZA,2018-01-01,2021-12-31,5016,Andres Fernando,Vazquez,Garza
368,Lamadrid,MAGDALENA ORTIZ PIZARRO,2022-01-01,2027-12-31,5016,Magdalena,Ortiz,Pizarro
369,Matamoros,FERNANDO CASTAÑEDA LIMONES,2000-01-01,2002-12-31,5017,Fernando,Castañeda,Limones
370,Matamoros,FELIPE MEDINA CERVANTES,2003-01-01,2005-12-31,5017,Felipe,Medina,Cervantes
371,Matamoros,RAUL ONOFRE CONTRERAS,2006-01-01,2005-12-31,5017,Raul,Onofre,Contreras
372,Matamoros,HOMERO HERNANDEZ MUÑOZ,2006-01-01,2009-12-31,5017,Homero,Hernandez,Muñoz
373,Matamoros,GUILLERMO DEL REAL CASTAÑEDA,2010-01-01,2013-12-31,5017,Guillermo Del,Real,Castañeda
374,Matamoros,RAUL ONOFRE CONTRERAS,2014-01-01,2017-12-31,5017,Raul,Onofre,Contreras
375,Matamoros,JUAN CARLOS AYUP GUERRERO,2018-01-01,2018-12-31,5017,Juan Carlos,Ayup,Guerrero
376,Matamoros,HORACIO PIÑA AVILA,2019-01-01,2021-12-31,5017,Horacio,Piña,Avila
377,Matamoros,MIGUEL ANGEL RAMIREZ LOPEZ,2022-01-01,2024-12-31,5017,Miguel Angel,Ramirez,Lopez
378,Matamoros,MIGUEL ÁNGEL RAMÍREZ LÓPEZ,2025-01-01,2027-12-31,5017,Miguel Ángel,Ramírez,López
379,Monclova,JORGE WILLIAMSON BOSQUE,2003-01-01,2005-12-31,5018,Jorge,Williamson,Bosque
380,Monclova,PABLO GONZALEZ GONZALEZ,2006-01-01,2005-12-31,5018,Pablo,Gonzalez,Gonzalez
381,Monclova,HERMINIA MARTINEZ ALVAREZ,2006-01-01,2009-12-31,5018,Herminia,Martinez,Alvarez
382,Monclova,JESUS ARMANDO CASTRO CASTRO,2010-01-01,2013-12-31,5018,Jesus Armando,Castro,Castro
383,Monclova,GERARDO GARCIA CASTILLO,2014-01-01,2017-12-31,5018,Gerardo,Garcia,Castillo
384,Monclova,JESUS ALFREDO PAREDES LOPEZ,2018-01-01,2021-12-31,5018,Jesus Alfredo,Paredes,Lopez
385,Monclova,MARIO ALBERTO DAVILA DELGADO,2022-01-01,2024-12-31,5018,Mario Alberto,Davila,Delgado
386,Monclova,CARLOS FERNANDO VILLARREAL PÉREZ,2025-01-01,2027-12-31,5018,Carlos Fernando,Villarreal,Pérez
387,Morelos,URBANO ROSAS IDA,2000-01-01,2002-12-31,5019,Urbano,Rosas,Ida
388,Morelos,JUAN GABRIEL GARZA CALDERON,2014-01-01,2017-12-31,5019,Juan Gabriel,Garza,Calderon
389,Morelos,VIRGINIA GABRIELA ZERTUCHE FLORES,2018-01-01,2018-12-31,5019,Virginia Gabriela,Zertuche,Flores
390,Morelos,MARIO ALBERTO CAMARILLO ZERTUCHE,2025-01-01,2027-12-31,5019,Mario Alberto,Camarillo,Zertuche
391,Múzquiz,HUGO HECTOR MARTINEZ GONZALEZ,2000-01-01,2002-12-31,5020,Hugo Hector,Martinez,Gonzalez
392,Múzquiz,JOSE HUMBERTO MUZQUIZ GUEDEA,2003-01-01,2005-12-31,5020,Jose Humberto,Muzquiz,Guedea
393,Múzquiz,JESUS IVAN GONZALEZ NAJERA,2006-01-01,2005-12-31,5020,Jesus Ivan,Gonzalez,Najera
394,Múzquiz,HUGO HECTOR MARTINEZ GONZALEZ,2006-01-01,2009-12-31,5020,Hugo Hector,Martinez,Gonzalez
395,Múzquiz,CIPRIANO ANTONIO PORTALES BERMUDEZ,2010-01-01,2013-12-31,5020,Cipriano Antonio,Portales,Bermudez
396,Múzquiz,LUIS FERNANDO SANTOS FLORES,2014-01-01,2017-12-31,5020,Luis Fernando,Santos,Flores
397,Múzquiz,TANIA VANESSA FLORES GUERRA,2022-01-01,2024-12-31,5020,Tania Vanessa,Flores,Guerra
398,Múzquiz,LAURA PATRICIA JIMÉNEZ GUTIÉRREZ,2025-01-01,2027-12-31,5020,Laura Patricia,Jiménez,Gutiérrez
399,Nadadores,ELIA CONSUELO REYES GUAJARDO,2000-01-01,2002-12-31,5021,Elia Consuelo,Reyes,Guajardo
400,Nadadores,PEDRO SEGUNDO FLORES CARDENAS,2003-01-01,2005-12-31,5021,Pedro Segundo,Flores,Cardenas
401,Nadadores,ALFONSO VALDES DELGADO,2006-01-01,2009-12-31,5021,Alfonso,Valdes,Delgado
402,Nadadores,JUAN JOSE MORENO CHAVEZ,2010-01-01,2013-12-31,5021,Juan Jose,Moreno,Chavez
403,Nadadores,ISMAEL AGUIRRE RODRIGUEZ,2014-01-01,2017-12-31,5021,Ismael,Aguirre,Rodriguez
404,Nadadores,ABRAHAM SEGUNDO GONZALEZ RUIZ,2018-01-01,2021-12-31,5021,Abraham Segundo,Gonzalez,Ruiz
405,Nadadores,MARIA ALEJANDRA HUERTA ALEMAN,2022-01-01,2024-12-31,5021,Maria Alejandra,Huerta,Aleman
406,Nadadores,MARÍA ALEJANDRA HUERTA ALEMÁN,2025-01-01,2027-12-31,5021,María Alejandra,Huerta,Alemán
407,Nava,CARLOS OSUNA DAVILA,2000-01-01,2002-12-31,5022,Carlos,Osuna,Davila
408,Nava,ARNOLDO GUARDIOLA GONZALEZ,2003-01-01,2005-12-31,5022,Arnoldo,Guardiola,Gonzalez
409,Nava,GUADALUPE JAVIER MENDOZA GUARDIOLA,2006-01-01,2009-12-31,5022,Guadalupe Javier,Mendoza,Guardiola
410,Nava,ARNOLDO VILLARREAL FERNANDEZ,2010-01-01,2013-12-31,5022,Arnoldo,Villarreal,Fernandez
411,Nava,ANA GABRIELA FERNANDEZ OSUNA,2014-01-01,2017-12-31,5022,Ana Gabriela,Fernandez,Osuna
412,Nava,SERGIO ZENON VELAZQUEZ VAZQUEZ,2018-01-01,2021-12-31,5022,Sergio Zenon,Velazquez,Vazquez
413,Nava,IVÁN OCHOA RODRÍGUEZ,2025-01-01,2027-12-31,5022,Iván,Ochoa,Rodríguez
414,Ocampo,DAVID DELGADO ORTEGA,2000-01-01,2002-12-31,5023,David,Delgado,Ortega
415,Ocampo,JAIME JAVIER MUZA BERNAL,2003-01-01,2005-12-31,5023,Jaime Javier,Muza,Bernal
416,Ocampo,JAVIER FRANCISCO LOPEZ MORALES,2006-01-01,2009-12-31,5023,Javier Francisco,Lopez,Morales
417,Ocampo,PILAR GOMEZ ROMERO,2010-01-01,2013-12-31,5023,Pilar,Gomez,Romero
418,Ocampo,JOSE ALFONSO PECINA MEDRANO,2014-01-01,2017-12-31,5023,Jose Alfonso,Pecina,Medrano
419,Ocampo,ARSEDALIA RAMIREZ GAYTAN,2018-01-01,2018-12-31,5023,Arsedalia,Ramirez,Gaytan
420,Ocampo,LAURA MARA SILVA FERNANDEZ,2019-01-01,2024-12-31,5023,Laura Mara,Silva,Fernandez
421,Ocampo,ADRIANA VALDEZ LÓPEZ,2025-01-01,2027-12-31,5023,Adriana,Valdez,López
422,Parras,GERARDO GUTIERREZ ARRIAGA,2000-01-01,2002-12-31,5024,Gerardo,Gutierrez,Arriaga
423,Parras,EVARISTO ARMANDO MADERO MARCOS,2003-01-01,2005-12-31,5024,Evaristo Armando,Madero,Marcos
424,Parras,IGNACIO MARIA SEGURA TENIENTE,2006-01-01,2005-12-31,5024,Ignacio Maria,Segura,Teniente
425,Parras,FRANCISCO MARTINEZ PADILLA,2006-01-01,2009-12-31,5024,Francisco,Martinez,Padilla
426,Parras,EVARISTO ARMANDO MADERO MARCOS,2010-01-01,2013-12-31,5024,Evaristo Armando,Madero,Marcos
427,Parras,JORGE DAVILA PEÑA,2014-01-01,2017-12-31,5024,Jorge,Davila,Peña
428,Parras,EVARISTO ARMANDO MADERO MARCOS,2018-01-01,2018-12-31,5024,Evaristo Armando,Madero,Marcos
429,Parras,RAMIRO PEREZ ARCINIEGA,2019-01-01,2021-12-31,5024,Ramiro,Perez,Arciniega
430,Parras,FERNANDO OROZCO LARA,2022-01-01,2027-12-31,5024,Fernando,Orozco,Lara
431,Piedras Negras,URBANO SANTOS BENAVIDES,2000-01-01,2002-12-31,5025,Urbano,Santos,Benavides
432,Piedras Negras,CLAUDIO MARIO BRES GARZA,2003-01-01,2005-12-31,5025,Claudio Mario,Bres,Garza
