original_index,Municipio,Presidente Municipal,Inicio,Conclusión,full_code,firstname,lastname1,lastname2
12679,SANTA MARÍA TECOMAVACA,MARIA TERESA ARROYO CONTRERAS,2022-01-01,2024-12-31,20431,Maria Teresa,Arroyo,Contreras
12680,SANTA MARÍA TECOMAVACA,FILIBERTA NARVAEZ FERRER,2025-01-01,2027-12-31,20431,Filiberta,Narvaez,Ferrer
12681,SANTA MARÍA TEMAXCALAPA,EMILIANO RAMOS CIPRIANO,2000-01-01,2000-12-31,20432,Emiliano,Ramos,Cipriano
12682,SANTA MARÍA TEMAXCALAPA,TIMOTEO MÉNDEZ ARREOLA,2001-01-01,2001-12-31,20432,Timoteo,Méndez,Arreola
12683,SANTA MARÍA TEMAXCALAPA,GREGORIO ARREOLA MANZANO,2002-01-01,2004-12-31,20432,Gregorio,Arreola,Manzano
12684,SANTA MARÍA TEMAXCALAPA,ISAIAS MANZANO MORALES,2005-01-01,2007-12-31,20432,Isaias,Manzano,Morales
12685,SANTA MARÍA TEMAXCALAPA,ABUNDIO MANZANA HERNANDEZ,2008-01-01,2010-12-31,20432,Abundio,Manzana,Hernandez
12686,SANTA MARÍA TEMAXCALAPA,ZEFERINO VELASCO MANZANO,2011-01-01,2013-09-29,20432,Zeferino,Velasco,Manzano
12687,SANTA MARÍA TEMAXCALAPA,SECUNDINO GUTIÉRREZ MÉNDEZ,2013-09-30,2014-12-31,20432,Secundino,Gutiérrez,Méndez
12688,SANTA MARÍA TEMAXCALAPA,JAVIER MORALES LEON,2015-01-01,2016-12-31,20432,Javier,Morales,Leon
12689,SANTA MARÍA TEMAXCALAPA,DOMINGO SANTIAGO IGNACIO,2017-01-01,2019-12-31,20432,Domingo,Santiago,Ignacio
12690,SANTA MARÍA TEMAXCALAPA,JERONIMO MENDZ VELASCO,2020-01-01,2022-12-31,20432,Jeronimo,Mendz,Velasco
12691,SANTA MARÍA TEMAXCALAPA,PAULINO CANO VELASCO,2023-01-01,2024-12-31,20432,Paulino,Cano,Velasco
12692,SANTA MARÍA TEMAXCALAPA,TIMOTEO MANZANO RAMOS,2025-01-01,2027-12-31,20432,Timoteo,Manzano,Ramos
12693,SANTA MARÍA TEMAXCALTEPEC,JAIME LOAEZA JUAREZ,2002-01-01,2004-12-31,20433,Jaime,Loaeza,Juarez
12694,SANTA MARÍA TEMAXCALTEPEC,LORENZO SALINAS MENDOZA,2005-01-01,2007-12-31,20433,Lorenzo,Salinas,Mendoza
12695,SANTA MARÍA TEMAXCALTEPEC,DOMINGO FESTANES ROBLES,2008-01-01,2010-12-31,20433,Domingo,Festanes,Robles
12696,SANTA MARÍA TEMAXCALTEPEC,PLUTARCO LOAEZA,2011-01-01,2013-11-30,20433,Plutarco,Loaeza,
12697,SANTA MARÍA TEMAXCALTEPEC,PONCIANO TORRES,2013-12-01,2016-12-31,20433,Ponciano,Torres,
12698,SANTA MARÍA TEMAXCALTEPEC,LEONARDO HERNANDEZ QUINTAS,2017-01-01,2019-12-31,20433,Leonardo,Hernandez,Quintas
12699,SANTA MARÍA TEMAXCALTEPEC,VALENTIN CORTES MENDOZA,2020-01-01,2024-02-13,20433,Valentin,Cortes,Mendoza
12700,SANTA MARÍA TEMAXCALTEPEC,HUMBERTO EFLUVIO GARCIA,2024-02-14,2027-02-13,20433,Humberto,Efluvio,Garcia
12701,SANTA MARÍA TEOPOXCO,BARTOLO GONZALEZ PINEDA,2002-01-01,2004-12-31,20434,Bartolo,Gonzalez,Pineda
12702,SANTA MARÍA TEOPOXCO,VICTOR CORONA MONTALVO,2005-01-01,2007-12-31,20434,Victor,Corona,Montalvo
12703,SANTA MARÍA TEOPOXCO,SERAPIO GARCIA MARTINEZ,2008-01-01,2010-12-31,20434,Serapio,Garcia,Martinez
12704,SANTA MARÍA TEOPOXCO,CARLOS QUEVEDO FABIAN,2011-01-01,2013-12-31,20434,Carlos,Quevedo,Fabian
12705,SANTA MARÍA TEOPOXCO,JORGE JIMENEZ GONZÁLEZ,2014-01-01,2016-12-31,20434,Jorge,Jimenez,González
12706,SANTA MARÍA TEOPOXCO,CARLOS QUEVEDO FABIAN,2017-01-01,2018-12-31,20434,Carlos,Quevedo,Fabian
12707,SANTA MARÍA TEOPOXCO,SUSANA ALVARADO LOZANO,2019-01-01,2021-12-31,20434,Susana,Alvarado,Lozano
12708,SANTA MARÍA TEOPOXCO,EDGAR ESTRADA FABIAN,2022-01-01,2024-12-31,20434,Edgar,Estrada,Fabian
12709,SANTA MARÍA TEOPOXCO,CARLOS QUEVEDO FABIAN,2025-01-01,2027-12-31,20434,Carlos,Quevedo,Fabian
12710,SANTA MARÍA TEPANTLALI,BARTOLO JOSE PABLO,2002-01-01,2004-12-31,20435,Bartolo,Jose,Pablo
12711,SANTA MARÍA TEPANTLALI,PEDRO JOSE SANDOVAL,2005-01-01,2010-12-31,20435,Pedro,Jose,Sandoval
12712,SANTA MARÍA TEPANTLALI,PAULINO MANUEL JIMENEZ,2011-01-01,2013-07-26,20435,Paulino,Manuel,Jimenez
12713,SANTA MARÍA TEPANTLALI,CONRRADO DÍAZ,2013-07-27,2014-12-31,20435,Conrrado,Díaz,
12714,SANTA MARÍA TEPANTLALI,RAUL JUAREZ JUAN,2015-01-01,2016-12-31,20435,Raul,Juarez,Juan
12715,SANTA MARÍA TEPANTLALI,FELIPE TOMAS GREGORIO,2017-01-01,2019-12-31,20435,Felipe,Tomas,Gregorio
12716,SANTA MARÍA TEPANTLALI,FLAVIANO PERFECTO JOSE,2020-01-01,2022-12-31,20435,Flaviano,Perfecto,Jose
12717,SANTA MARÍA TEPANTLALI,GAUDENCIO OLIVERA,2023-01-01,2024-12-31,20435,Gaudencio,Olivera,
12718,SANTA MARÍA TEPANTLALI,BARTOLOME JUAN GONZALEZ,2025-01-01,2027-12-31,20435,Bartolome,Juan,Gonzalez
12719,SANTA MARÍA TEXCATITLÁN,MARCELINO HERNANDEZ CARRERA,2002-01-01,2004-12-31,20436,Marcelino,Hernandez,Carrera
12720,SANTA MARÍA TEXCATITLÁN,VICTORIANO JIMENEZ PEREZ,2005-01-01,2007-12-31,20436,Victoriano,Jimenez,Perez
12721,SANTA MARÍA TEXCATITLÁN,CATARINO CARRERA HERNANDEZ,2008-01-01,2010-12-31,20436,Catarino,Carrera,Hernandez
12722,SANTA MARÍA TEXCATITLÁN,FELIX JIMENEZ RODRIGUEZ,2011-01-01,2013-12-31,20436,Felix,Jimenez,Rodriguez
12723,SANTA MARÍA TEXCATITLÁN,DESIDERIO ZÁRATE GAYTÁN,2014-01-01,2016-12-31,20436,Desiderio,Zárate,Gaytán
12724,SANTA MARÍA TEXCATITLÁN,MADAI HERNANDEZ JMENEZ,2017-01-01,2018-12-31,20436,Madai,Hernandez,Jmenez
12725,SANTA MARÍA TEXCATITLÁN,LOURDES HERNANDEZ MENCHACA,2019-01-01,2021-12-31,20436,Lourdes,Hernandez,Menchaca
12726,SANTA MARÍA TEXCATITLÁN,HERMINIO HERNANDEZ CRUZ,2022-01-01,2024-12-31,20436,Herminio,Hernandez,Cruz
12727,SANTA MARÍA TEXCATITLÁN,ALICIA CRUZ HERNANDEZ,2025-01-01,2027-12-31,20436,Alicia,Cruz,Hernandez
12728,SANTA MARÍA TLAHUITOLTEPEC,JULIÁN GONZÁLEZ GONZÁLEZ,2001-01-01,2001-12-31,20437,Julián,González,González
12729,SANTA MARÍA TLAHUITOLTEPEC,MAYOLO GALLARDO JIMENEZ,2002-01-01,2004-12-31,20437,Mayolo,Gallardo,Jimenez
12730,SANTA MARÍA TLAHUITOLTEPEC,JUAN GUTIERREZ VASQUEZ,2005-01-01,2007-12-31,20437,Juan,Gutierrez,Vasquez
12731,SANTA MARÍA TLAHUITOLTEPEC,PALEMON VARGAS HERNANDEZ,2008-01-01,2010-12-31,20437,Palemon,Vargas,Hernandez
12732,SANTA MARÍA TLAHUITOLTEPEC,CENOBIO DIAZ MARTINEZ,2011-01-01,2013-07-20,20437,Cenobio,Diaz,Martinez
12733,SANTA MARÍA TLAHUITOLTEPEC,PABLO PACHECO VÁSQUEZ,2013-07-21,2014-12-31,20437,Pablo,Pacheco,Vásquez
12734,SANTA MARÍA TLAHUITOLTEPEC,ERASMO HERNANDEZ GONZALEZ,2015-01-01,2016-12-31,20437,Erasmo,Hernandez,Gonzalez
12735,SANTA MARÍA TLAHUITOLTEPEC,ESPIRIDION VASQUEZ VASQUEZ,2017-01-01,2019-12-31,20437,Espiridion,Vasquez,Vasquez
12736,SANTA MARÍA TLAHUITOLTEPEC,LEON DIAZ PEREZ,2020-01-01,2022-12-31,20437,Leon,Diaz,Perez
12737,SANTA MARÍA TLAHUITOLTEPEC,CIPRIANO GONZALEZ PEREZ,2023-01-01,2024-12-31,20437,Cipriano,Gonzalez,Perez
12738,SANTA MARÍA TLAHUITOLTEPEC,FRANCISCO DIAZ MARTINEZ,2025-01-01,2027-12-31,20437,Francisco,Diaz,Martinez
12739,SANTA MARÍA TLALIXTAC,OLIVERIO CANCINO ZUÑIGA,2002-01-01,2004-12-31,20438,Oliverio,Cancino,Zuñiga
12740,SANTA MARÍA TLALIXTAC,HIPOLITO CANCINO HERNANDEZ,2005-01-01,2007-12-31,20438,Hipolito,Cancino,Hernandez
12741,SANTA MARÍA TLALIXTAC,JAIME JUAREZ CANCINO,2008-01-01,2010-12-31,20438,Jaime,Juarez,Cancino
12742,SANTA MARÍA TLALIXTAC,ENRIQUE KRASEL CANCINO,2011-01-01,2013-10-26,20438,Enrique,Krasel,Cancino
12743,SANTA MARÍA TLALIXTAC,OLIVERIO CANCINO ZÚÑIGA,2013-10-27,2016-12-31,20438,Oliverio,Cancino,Zúñiga
12744,SANTA MARÍA TLALIXTAC,MARCOS GARCIA PEÑA,2017-01-01,2019-12-31,20438,Marcos,Garcia,Peña
12745,SANTA MARÍA TLALIXTAC,- -- -- --,2020-01-01,2022-12-31,20438,- --,--,--
12746,SANTA MARÍA TLALIXTAC,DAMIAN LOZANO CERVANTES,2023-01-01,2025-12-31,20438,Damian,Lozano,Cervantes
12747,SANTA MARÍA TONAMECA,HECTOR HERNANDEZ VENEGAS,2002-01-01,2004-12-31,20439,Hector,Hernandez,Venegas
12748,SANTA MARÍA TONAMECA,ALFONZO MARTINEZ,2005-01-01,2007-12-31,20439,Alfonzo,Martinez,
12749,SANTA MARÍA TONAMECA,MARDONIO LOPEZ GARCIA,2008-01-01,2010-12-31,20439,Mardonio,Lopez,Garcia
12750,SANTA MARÍA TONAMECA,SALOMON REYES GARCIA,2011-01-01,2013-12-31,20439,Salomon,Reyes,Garcia
12751,SANTA MARÍA TONAMECA,FERNANDO MENDOZA REYES,2014-01-01,2016-12-31,20439,Fernando,Mendoza,Reyes
12752,SANTA MARÍA TONAMECA,JESUS MANUEL LEYVA MARTINEZ,2017-01-01,2018-12-31,20439,Jesus Manuel,Leyva,Martinez
12753,SANTA MARÍA TONAMECA,HUGO CASTREJON MARTINEZ,2019-01-01,2021-12-31,20439,Hugo,Castrejon,Martinez
12754,SANTA MARÍA TONAMECA,CESAR RUIZ GUTIERREZ,2022-01-01,2027-12-31,20439,Cesar,Ruiz,Gutierrez
12755,SANTA MARÍA TOTOLAPILLA,MACEDONIO VIZARRETEA VELASQUEZ,2002-01-01,2004-12-31,20440,Macedonio,Vizarretea,Velasquez
12756,SANTA MARÍA TOTOLAPILLA,VALENTINO PALOMINO MELENDEZ,2005-01-01,2010-12-31,20440,Valentino,Palomino,Melendez
12757,SANTA MARÍA TOTOLAPILLA,GUADALUPE LANDEZ ROQUE,2011-01-01,2013-10-05,20440,Guadalupe,Landez,Roque
12758,SANTA MARÍA TOTOLAPILLA,PIOQUINTO JABADILLA LACES,2013-10-06,2016-12-31,20440,Pioquinto,Jabadilla,Laces
12759,SANTA MARÍA TOTOLAPILLA,CONSTANTINO LACES RUIZ,2017-01-01,2019-12-31,20440,Constantino,Laces,Ruiz
12760,SANTA MARÍA TOTOLAPILLA,FLORIBERTO MONTEROS MENDOZA,2020-01-01,2022-12-31,20440,Floriberto,Monteros,Mendoza
12761,SANTA MARÍA TOTOLAPILLA,JUBILEO LANDEZ MENDOZA,2023-01-01,2025-12-31,20440,Jubileo,Landez,Mendoza
12762,SANTA MARÍA XADANI,ENOT SANTIAGO PEÑA,2002-01-01,2004-12-31,20441,Enot,Santiago,Peña
12763,SANTA MARÍA XADANI,AHUIZOTL JIMENEZ SANTIAGO,2005-01-01,2007-12-31,20441,Ahuizotl,Jimenez,Santiago
12764,SANTA MARÍA XADANI,FEDERICO CORTEZ MANUEL,2008-01-01,2010-12-31,20441,Federico,Cortez,Manuel
12765,SANTA MARÍA XADANI,VICTORIANO LOPEZ LUIS,2011-01-01,2013-12-31,20441,Victoriano,Lopez,Luis
12766,SANTA MARÍA XADANI,ÓSCAR SÁNCHEZ AQUINO,2014-01-01,2016-12-31,20441,Óscar,Sánchez,Aquino
12767,SANTA MARÍA XADANI,OSCAR SANCHEZ GUERRA,2017-01-01,2024-12-31,20441,Oscar,Sanchez,Guerra
12768,SANTA MARÍA XADANI,JOSE JIMENEZ LUIS,2025-01-01,2027-12-31,20441,Jose,Jimenez,Luis
12769,SANTA MARÍA YALINA,RIGOBERTO VELASCO FABIAN,2002-01-01,2004-12-31,20442,Rigoberto,Velasco,Fabian
12770,SANTA MARÍA YALINA,ISAAC MORALES VELASCO,2005-01-01,2007-12-31,20442,Isaac,Morales,Velasco
12771,SANTA MARÍA YALINA,ISSAC ZARAGOZA MORALES,2008-01-01,2010-12-31,20442,Issac,Zaragoza,Morales
12772,SANTA MARÍA YALINA,FORTINO VELASCO MARTINEZ,2011-01-01,2013-08-30,20442,Fortino,Velasco,Martinez
12773,SANTA MARÍA YALINA,MARGARITO OLIVERA VÁSQUEZ,2013-08-31,2014-12-31,20442,Margarito,Olivera,Vásquez
12774,SANTA MARÍA YALINA,RAFAEL VELASCO MORALES,2015-01-01,2019-12-31,20442,Rafael,Velasco,Morales
12775,SANTA MARÍA YALINA,DAMIAN MONTIEL MORALES,2020-01-01,2022-12-31,20442,Damian,Montiel,Morales
12776,SANTA MARÍA YALINA,DOMINGO BAUTISTA LOPEZ,2023-01-01,2024-12-31,20442,Domingo,Bautista,Lopez
12777,SANTA MARÍA YALINA,ANTONIO ALFARO MARCIAL,2025-01-01,2027-12-31,20442,Antonio,Alfaro,Marcial
12778,SANTA MARÍA YAVESÍA,ESTEBAN RAMÍREZ PÉREZ,2000-01-01,2001-12-31,20443,Esteban,Ramírez,Pérez
12779,SANTA MARÍA YAVESÍA,FERMIN CRUZ MARTINEZ,2002-01-01,2004-12-31,20443,Fermin,Cruz,Martinez
12780,SANTA MARÍA YAVESÍA,ANSELMO MARTINEZ PEREZ,2005-01-01,2007-12-31,20443,Anselmo,Martinez,Perez
12781,SANTA MARÍA YAVESÍA,LEON GONZALO MARTINEZ NUÑEZ,2008-01-01,2010-12-31,20443,Leon Gonzalo,Martinez,Nuñez
12782,SANTA MARÍA YAVESÍA,OLIVIA BASILIA PEREZ HERNANDEZ,2011-01-01,2013-10-26,20443,Olivia Basilia,Perez,Hernandez
12783,SANTA MARÍA YAVESÍA,LIGORIO MARTÍNEZ CRUZ,2013-10-27,2015-06-30,20443,Ligorio,Martínez,Cruz
12784,SANTA MARÍA YAVESÍA,HUMBERTO PEREZ CRUZ,2015-07-01,2016-12-31,20443,Humberto,Perez,Cruz
12785,SANTA MARÍA YAVESÍA,JOSE LUIS CRUZ MARTINEZ,2017-01-01,2019-12-31,20443,Jose Luis,Cruz,Martinez
12786,SANTA MARÍA YAVESÍA,AARON SANTIAGO CRUZ,2020-01-01,2022-12-31,20443,Aaron,Santiago,Cruz
12787,SANTA MARÍA YAVESÍA,MARIO CRUZ SANTIAGO,2023-01-01,2024-06-30,20443,Mario,Cruz,Santiago
12788,SANTA MARÍA YAVESÍA,MAURO LUIS CRUZ,2024-07-01,2027-06-30,20443,Mauro,Luis,Cruz
12789,SANTA MARÍA YOLOTEPEC,GREGORIO LOPEZ VELASCO,2002-01-01,2004-12-31,20444,Gregorio,Lopez,Velasco
12790,SANTA MARÍA YOLOTEPEC,FELICIANO C. VELASCO GUTIERREZ,2005-01-01,2007-12-31,20444,Feliciano C.,Velasco,Gutierrez
12791,SANTA MARÍA YOLOTEPEC,SEVERINO LOPEZ HERNANDEZ,2008-01-01,2010-12-31,20444,Severino,Lopez,Hernandez
12792,SANTA MARÍA YOLOTEPEC,EUGENIO ADRIAN VELASCO GONZALEZ,2011-01-01,2013-03-30,20444,Eugenio Adrian,Velasco,Gonzalez
12793,SANTA MARÍA YOLOTEPEC,MACARIO LÓPEZ CASTRO,2013-03-31,2016-12-31,20444,Macario,López,Castro
12794,SANTA MARÍA YOLOTEPEC,ARMANDO LOPEZ CASTRO,2017-01-01,2019-12-31,20444,Armando,Lopez,Castro
12795,SANTA MARÍA YOLOTEPEC,ELIAS VELASCO LOPEZ,2020-01-01,2022-12-31,20444,Elias,Velasco,Lopez
12796,SANTA MARÍA YOLOTEPEC,SALVADOR SOSA LOPEZ,2023-01-01,2025-12-31,20444,Salvador,Sosa,Lopez
12797,SANTA MARÍA YOSOYÚA,MARTIN MENDOZA REYES,2002-01-01,2004-12-31,20445,Martin,Mendoza,Reyes
12798,SANTA MARÍA YOSOYÚA,LEONARDO GOMEZ GALINDO,2005-01-01,2007-12-31,20445,Leonardo,Gomez,Galindo
12799,SANTA MARÍA YOSOYÚA,HERMINIO LOPEZ LOPEZ,2008-01-01,2010-12-31,20445,Herminio,Lopez,Lopez
12800,SANTA MARÍA YOSOYÚA,HIPOLITO SALAZAR MENDOZA,2011-01-01,2013-07-05,20445,Hipolito,Salazar,Mendoza
12801,SANTA MARÍA YOSOYÚA,JOSÉ LÓPEZ VÁSQUEZ,2013-07-06,2016-12-31,20445,José,López,Vásquez
12802,SANTA MARÍA YOSOYÚA,FAUSTO GOMEZ LOPEZ,2017-01-01,2019-12-31,20445,Fausto,Gomez,Lopez
12803,SANTA MARÍA YOSOYÚA,NOE TAURINO LOPEZ VASQUEZ,2020-01-01,2022-12-31,20445,Noe Taurino,Lopez,Vasquez
12804,SANTA MARÍA YOSOYÚA,HUGO SALAZAR VÁSQUEZ,2023-01-01,2025-12-31,20445,Hugo,Salazar,Vásquez
12805,SANTA MARÍA YUCUHITI,VICENTE LIBRADO LOPEZ CASTRO,2002-01-01,2004-12-31,20446,Vicente Librado,Lopez,Castro
12806,SANTA MARÍA YUCUHITI,PABLO ARTEMIO GARCIA ESPAÑA,2005-01-01,2007-12-31,20446,Pablo Artemio,Garcia,España
12807,SANTA MARÍA YUCUHITI,CARMEN ADOLFO APARICIO LOPEZ,2008-01-01,2010-12-31,20446,Carmen Adolfo,Aparicio,Lopez
12808,SANTA MARÍA YUCUHITI,MAXIMINO DAVIES LOPEZ LOPEZ,2011-01-01,2013-06-28,20446,Maximino Davies,Lopez,Lopez
12809,SANTA MARÍA YUCUHITI,DÁMASO JESÚS GARCÍA LÓPEZ,2013-06-29,2016-12-31,20446,Dámaso Jesús,García,López
12810,SANTA MARÍA YUCUHITI,MAURILIO GERMAN PEREZ HERNANDEZ,2017-01-01,2019-12-31,20446,Maurilio German,Perez,Hernandez
12811,SANTA MARÍA YUCUHITI,EULOGIO WULFRANO APARICIO LOPEZ,2020-01-01,2022-12-31,20446,Eulogio Wulfrano,Aparicio,Lopez
12812,SANTA MARÍA YUCUHITI,PEDRO MOISES LOPEZ GARCIA,2023-01-01,2025-12-31,20446,Pedro Moises,Lopez,Garcia
12813,SANTA MARÍA ZACATEPEC,DOMINGO CRUZ SALVADOR,2002-01-01,2004-12-31,20447,Domingo,Cruz,Salvador
12814,SANTA MARÍA ZACATEPEC,OLEGARIO SANTIAGO SOTO,2005-01-01,2007-12-31,20447,Olegario,Santiago,Soto
12815,SANTA MARÍA ZACATEPEC,LORENZO CRUZ SALVADOR,2008-01-01,2010-12-31,20447,Lorenzo,Cruz,Salvador
12816,SANTA MARÍA ZACATEPEC,ANTONIO SOTO CRUZ,2011-01-01,2013-12-31,20447,Antonio,Soto,Cruz
12817,SANTA MARÍA ZACATEPEC,GUILLERMO HERRERA GASPAR,2014-01-01,2016-12-31,20447,Guillermo,Herrera,Gaspar
12818,SANTA MARÍA ZACATEPEC,DENIS GUZMAN PELAEZ,2017-01-01,2018-12-31,20447,Denis,Guzman,Pelaez
12819,SANTA MARÍA ZACATEPEC,ROSA LOPEZ LUCAS,2019-01-01,2021-12-31,20447,Rosa,Lopez,Lucas
12820,SANTA MARÍA ZACATEPEC,DENIS GUZMAN PELAEZ,2022-01-01,2024-12-31,20447,Denis,Guzman,Pelaez
12821,SANTA MARÍA ZACATEPEC,ROSA MARIA RAMOS BAÑOS,2025-01-01,2027-12-31,20447,Rosa Maria,Ramos,Baños
12822,SANTA MARÍA ZANIZA,TARCISO CRUZ HERNÁNDEZ,2000-01-01,2001-12-31,20448,Tarciso,Cruz,Hernández
12823,SANTA MARÍA ZANIZA,HILARION HERNANDEZ VASQUEZ,2002-01-01,2004-12-31,20448,Hilarion,Hernandez,Vasquez
12824,SANTA MARÍA ZANIZA,SEFERINO SANCHEZ HERNANDEZ,2005-01-01,2010-12-31,20448,Seferino,Sanchez,Hernandez
12825,SANTA MARÍA ZANIZA,NEMORIO MARTINEZ LOPEZ,2011-01-01,2013-09-29,20448,Nemorio,Martinez,Lopez
12826,SANTA MARÍA ZANIZA,GABRIEL VÁSQUEZ LÓPEZ,2013-09-30,2016-12-31,20448,Gabriel,Vásquez,López
12827,SANTA MARÍA ZANIZA,MANUEL CRISTOBAL CRISTOBAL VASQUEZ,2017-01-01,2019-12-31,20448,Manuel Cristobal,Cristobal,Vasquez
12828,SANTA MARÍA ZANIZA,ODILON RAMIREZ SANCHEZ,2020-01-01,2022-12-31,20448,Odilon,Ramirez,Sanchez
12829,SANTA MARÍA ZANIZA,EUGENIO VASQUEZ CRISTOBAL,2023-01-01,2025-12-31,20448,Eugenio,Vasquez,Cristobal
12830,SANTA MARÍA ZOQUITLÁN,ARMANDO PAZ ALTAMIRANO,2002-01-01,2004-12-31,20449,Armando,Paz,Altamirano
12831,SANTA MARÍA ZOQUITLÁN,OCTAVIO ARAGON PERALTA,2005-01-01,2007-12-31,20449,Octavio,Aragon,Peralta
12832,SANTA MARÍA ZOQUITLÁN,HUGOLINO ARAGON GARNICA,2008-01-01,2010-12-31,20449,Hugolino,Aragon,Garnica
12833,SANTA MARÍA ZOQUITLÁN,JUAN PAZ ALTAMIRANO,2011-01-01,2013-07-13,20449,Juan,Paz,Altamirano
12834,SANTA MARÍA ZOQUITLÁN,MARCELINO PARADA BARRIGA,2013-07-14,2016-12-31,20449,Marcelino,Parada,Barriga
12835,SANTA MARÍA ZOQUITLÁN,EVARISTO LUCIANO MARTINEZ CORTEZ,2017-01-01,2019-12-31,20449,Evaristo Luciano,Martinez,Cortez
12836,SANTA MARÍA ZOQUITLÁN,GUADALUPE ALTAMIRANO MARTINEZ,2020-01-01,2022-12-31,20449,Guadalupe,Altamirano,Martinez
12837,SANTA MARÍA ZOQUITLÁN,SARA SANCHEZ SOSA,2023-01-01,2025-12-31,20449,Sara,Sanchez,Sosa
12838,SANTIAGO AMOLTEPEC,ANTONIO ROQUE CRUZ,2002-01-01,2004-12-31,20450,Antonio,Roque,Cruz
12839,SANTIAGO AMOLTEPEC,VICENTE HERNANDEZ PALACIOS,2005-01-01,2010-12-31,20450,Vicente,Hernandez,Palacios
12840,SANTIAGO AMOLTEPEC,LUIS JIMENEZ MATA,2011-01-01,2013-12-12,20450,Luis,Jimenez,Mata
12841,SANTIAGO AMOLTEPEC,FRANCISCO PÉREZ VELASCO,2013-12-13,2016-12-31,20450,Francisco,Pérez,Velasco
12842,SANTIAGO AMOLTEPEC,FELIPE LOPEZ SANCHEZ,2017-01-01,2019-12-31,20450,Felipe,Lopez,Sanchez
12843,SANTIAGO AMOLTEPEC,ABEL GARCIA SANTIAGO,2020-01-01,2022-12-31,20450,Abel,Garcia,Santiago
12844,SANTIAGO AMOLTEPEC,MARIO HERNANDEZ GARCIA,2023-01-01,2025-12-31,20450,Mario,Hernandez,Garcia
12845,SANTIAGO APOALA,LEOBARDO JIMENEZ ALVARADO,2002-01-01,2004-12-31,20451,Leobardo,Jimenez,Alvarado
12846,SANTIAGO APOALA,ROQUE MARTIN HERNANDEZ PEREZ,2005-01-01,2007-12-31,20451,Roque Martin,Hernandez,Perez
12847,SANTIAGO APOALA,UBALDO LEONEL LOPEZ LOPEZ,2008-01-01,2010-12-31,20451,Ubaldo Leonel,Lopez,Lopez
12848,SANTIAGO APOALA,ARMANDO GOMEZ LOPEZ,2011-01-01,2013-11-23,20451,Armando,Gomez,Lopez
12849,SANTIAGO APOALA,JOEL MISAEL JIMÉNEZ PÉREZ,2013-11-24,2016-12-31,20451,Joel Misael,Jiménez,Pérez
12850,SANTIAGO APOALA,JAVIER HERNANDEZ LOPEZ,2017-01-01,2019-12-31,20451,Javier,Hernandez,Lopez
12851,SANTIAGO APOALA,ARTEMIO NORBERTO JIMENEZ MARTINEZ,2020-01-01,2022-12-31,20451,Artemio Norberto,Jimenez,Martinez
12852,SANTIAGO APOALA,JUSTINA LIOVA ALVARADO PEREZ,2023-01-01,2025-12-31,20451,Justina Liova,Alvarado,Perez
12853,SANTIAGO APÓSTOL,FELIPE RAMIREZ CONTRERAS,2002-01-01,2004-12-31,20452,Felipe,Ramirez,Contreras
12854,SANTIAGO APÓSTOL,JUAN MAYA CONTRERAS,2005-01-01,2007-12-31,20452,Juan,Maya,Contreras
12855,SANTIAGO APÓSTOL,ANTONIO CONTRERAS VASQUEZ,2008-01-01,2010-12-31,20452,Antonio,Contreras,Vasquez
12856,SANTIAGO APÓSTOL,CLAUDIO MARTINEZ LOPEZ,2011-01-01,2013-09-21,20452,Claudio,Martinez,Lopez
12857,SANTIAGO APÓSTOL,BARTOLO PADILLA VÁSQUEZ,2013-09-22,2016-12-31,20452,Bartolo,Padilla,Vásquez
12858,SANTIAGO APÓSTOL,MIGUEL ANGEL SANCHEZ SANCHEZ,2017-01-01,2019-12-31,20452,Miguel Angel,Sanchez,Sanchez
12859,SANTIAGO APÓSTOL,TEODORO GARCIA SANTIAGO,2020-01-01,2022-12-31,20452,Teodoro,Garcia,Santiago
12860,SANTIAGO APÓSTOL,FERNANDO PADILLA SANCHEZ,2023-01-01,2025-12-31,20452,Fernando,Padilla,Sanchez
12861,SANTIAGO ASTATA,FIDEL CRUZ RODRÍGUEZ,2000-05-21,2000-11-19,20453,Fidel,Cruz,Rodríguez
12862,SANTIAGO ASTATA,SAHIB MENDOZA SÁNCHEZ,2000-11-20,2001-12-31,20453,Sahib,Mendoza,Sánchez
12863,SANTIAGO ASTATA,TEODARDO TRINIDAD AVENDAÑO,2002-01-01,2004-12-31,20453,Teodardo,Trinidad,Avendaño
12864,SANTIAGO ASTATA,CARMELA BARRERA FERMIN,2005-01-01,2007-12-31,20453,Carmela,Barrera,Fermin
12865,SANTIAGO ASTATA,TADEO MACHUCA VASQUEZ,2008-01-01,2010-12-31,20453,Tadeo,Machuca,Vasquez
12866,SANTIAGO ASTATA,PASTOR HERNANDEZ SANTIAGO,2011-01-01,2013-11-09,20453,Pastor,Hernandez,Santiago
12867,SANTIAGO ASTATA,FRANCISCO GUTIÉRREZ OJEDA,2013-11-10,2016-12-31,20453,Francisco,Gutiérrez,Ojeda
12868,SANTIAGO ASTATA,GUILLERMO MORENO CIRIACO,2017-01-01,2019-12-31,20453,Guillermo,Moreno,Ciriaco
12869,SANTIAGO ASTATA,DORIAN GEOVANNI RICARDEZ MEDINA,2020-01-01,2022-12-31,20453,Dorian Geovanni,Ricardez,Medina
