id,state.name,state.code,name,full_code
829,Michoacán,16,Taretan,16087
831,Michoacán,16,Tepalcatepec,16089
832,Michoacán,16,Tingambato,16090
834,Michoacán,16,Tiquicheo de Nicolás Romero,16092
835,Michoacán,16,Tlalpujahua,16093
836,Michoacán,16,Tlazazalca,16094
837,Michoacán,16,Tocumbo,16095
839,Michoacán,16,Turicato,16097
840,Michoacán,16,Tuzantla,16099
841,Michoacán,16,Tzintzuntzan,16100
842,Michoacán,16,Tzitzio,16101
845,Michoacán,16,Vista Hermosa,16105
847,Michoacán,16,Zacapu,16107
849,Michoacán,16,Zináparo,16109
850,Michoacán,16,Zinapécuaro,16110
851,Michoacán,16,Ziracuaretiro,16111
854,Morelos,17,Amacuzac,17001
856,Morelos,17,Axochiapan,17003
857,Morelos,17,Ayala,17004
858,Morelos,17,Coatlán del Río,17005
860,Morelos,17,Huitzilac,17009
861,Morelos,17,Jantetelco,17010
767,Michoacán,16,Cotija,16019
880,Morelos,17,Yautepec,17029
906,Nuevo León,19,Apodaca,19006
867,Morelos,17,Ocuituco,17016
916,Nuevo León,19,García,19018
870,Morelos,17,Tepalcingo,17019
871,Morelos,17,Tepoztlán,17020
872,Morelos,17,Tetecala,17021
941,Nuevo León,19,San Nicolás de los Garza,19046
874,Morelos,17,Tlalnepantla,17023
875,Morelos,17,Tlaltizapán,17024
876,Morelos,17,Tlaquiltenango,17025
878,Morelos,17,Totolapan,17027
879,Morelos,17,Xochitepec,17028
882,Morelos,17,Zacatepec de Hidalgo,17031
884,Morelos,17,Temoac,17033
885,Nayarit,18,Acaponeta,18001
886,Nayarit,18,Ahuacatlán,18002
887,Nayarit,18,Amatlán de Cañas,18003
888,Nayarit,18,Compostela,18004
891,Nayarit,18,Jala,18007
892,Nayarit,18,Xalisco,18008
893,Nayarit,18,Del Nayar,18009
894,Nayarit,18,Rosamorada,18010
895,Nayarit,18,Ruíz,18011
897,Nayarit,18,San Pedro Lagunillas,18013
898,Nayarit,18,Santiago Ixcuintla,18015
899,Nayarit,18,Tecuala,18016
901,Nayarit,18,La Yesca,18019
903,Nuevo León,19,Agualeguas,19002
905,Nuevo León,19,Anáhuac,19005
907,Nuevo León,19,Aramberri,19007
908,Nuevo León,19,Bustamante,19008
909,Nuevo León,19,Cadereyta Jiménez,19009
910,Nuevo León,19,Cerralvo,19011
912,Nuevo León,19,China,19013
914,Nuevo León,19,Dr. Coss,19015
915,Nuevo León,19,Dr. González,19016
918,Nuevo León,19,Gral. Bravo,19020
921,Nuevo León,19,Gral. Treviño,19023
924,Nuevo León,19,Los Herreras,19027
925,Nuevo León,19,Higueras,19028
926,Nuevo León,19,Hualahuises,19029
927,Nuevo León,19,Iturbide,19030
929,Nuevo León,19,Linares,19033
930,Nuevo León,19,Marín,19034
931,Nuevo León,19,Mier y Noriega,19036
932,Nuevo León,19,Mina,19037
933,Nuevo León,19,Montemorelos,19038
935,Nuevo León,19,Parás,19040
937,Nuevo León,19,Los Ramones,19042
938,Nuevo León,19,Rayones,19043
939,Nuevo León,19,Sabinas Hidalgo,19044
942,Nuevo León,19,Santiago,19049
943,Nuevo León,19,Vallecillo,19050
945,Oaxaca,20,Abejones,20001
947,Oaxaca,20,Asunción Cacalotepec,20003
948,Oaxaca,20,Asunción Cuyotepeji,20004
949,Oaxaca,20,Asunción Ixtaltepec,20005
950,Oaxaca,20,Asunción Nochixtlán,20006
953,Oaxaca,20,Ayotzintepec,20009
954,Oaxaca,20,El Barrio de la Soledad,20010
955,Oaxaca,20,Calihualá,20011
956,Oaxaca,20,Candelaria Loxicha,20012
957,Oaxaca,20,Ciénega de Zimatlán,20013
958,Oaxaca,20,Ciudad Ixtepec,20014
162,Chiapas,07,Socoltenango,07083
866,Morelos,17,Miacatlán,17015
2377,Puebla,21,Ahuacatlán,21006
962,Oaxaca,20,Concepción Buenavista,20018
965,Oaxaca,20,Cosolapa,20021
966,Oaxaca,20,Cosoltepec,20022
967,Oaxaca,20,Cuilápam de Guerrero,20023
969,Oaxaca,20,Chahuites,20025
